entry,lep_n,lep_pt,lep_eta,lep_phi,lep_E,lep_charge,lep_type,lep_ptcone30,lep_etcone20,totalWeight,mllll
197,4,[45524.68  43133.438 22144.662 17930.047],[0.93446875 0.76683235 1.7926269  0.3688283 ],[ 1.827542  -0.9426109 -1.6935734  2.5551443],[66890.75  56449.21  68335.42  19163.486],[-1  1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[  95.29413 -378.159   -322.28046 -124.31534],1.3690330101626078e-07,140.8270909134612
198,4,[67446.13  36628.74  17210.172 11084.919],[-0.36503547 -0.8753966  -0.5620999  -1.50546   ],[ 1.2975004  -2.9842937   3.0646844  -0.47224247],[71989.88  51582.85  20001.625 26205.744],[ 1 -1 -1  1],[11 11 13 13],[   0.        0.     1631.3079    0.    ],[ 370.55154   98.21532 -569.5029  -130.76883],2.0642037502034505e-07,126.49930328413213
199,4,[52840.832 36213.81  13036.164  7783.349],[-1.1230328   0.51259327 -1.25881     1.0244557 ],[2.8729987 2.039847  0.7227567 2.2295434],[89815.02   41076.52   24802.74   12237.6455],[-1  1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[-860.1086  -215.92038 -152.51277  504.54947],2.1000785529905953e-07,127.96174955707089
200,4,[53045.8   52214.184 43170.465  7386.958],[ 1.2053585   0.07887514 -0.2049336   0.4041244 ],[-1.9211994 -1.0103102 -0.7565675 -1.37357  ],[96478.12   52376.688  44080.17    7998.4185],[ 1 -1 -1  1],[11 11 11 11],[3566.0588    0.        0.        0.    ],[ -49.540466 1643.2898    426.75537  3189.0918  ],9.618338642328262e-08,123.35351830305466
201,4,[40707.043 35365.61  24399.066  8656.821],[ 0.19068846  0.4881677  -0.7497929  -1.0238116 ],[ 1.5032638 -0.0886709 -1.4570256 -3.0464518],[41449.52  39664.05  31585.086 13604.641],[ 1 -1  1 -1],[13 13 13 13],[   0.     1703.6208    0.        0.    ],[ 698.6529  -763.19916 2976.295   -100.50018],0.0,121.4212565687083
202,4,[41531.96  24492.883 12532.453  8708.503],[0.23624721 1.9158684  2.0621254  0.7517543 ],[ 2.4977036  -0.7108309  -0.21559398  2.3311274 ],[42696.367 84990.91  50066.305 11287.828],[ 1 -1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[1523.4766  1839.657   -189.55882 -315.68362],1.533385732768758e-07,117.96388565879113
203,4,[44558.43  34761.12  24480.156 13479.313],[-1.5405309  -0.85696244 -0.95815295 -1.3374658 ],[-1.1705883  1.6871283 -0.83941    1.3520659],[108752.305  48325.652  36603.832  27443.328],[ 1 -1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[1039.0298  -715.72864 -139.57437 -181.24637],2.0148761730580647e-07,117.82374750741367
208,4,[57667.395 22125.041 17319.363 10034.734],[-0.01830577 -1.1643392  -0.36507255  1.1186347 ],[-1.7486106   0.82465994  2.0750375  -2.2913253 ],[57677.06  38895.09  18486.686 16996.148],[ 1 -1  1 -1],[11 11 13 13],[   0.     1057.1221    0.        0.    ],[1546.0259 1424.7554 -965.8545 1194.9768],0.0,124.85217986017291
211,4,[109622.914  73191.08   22834.107  20770.36 ],[-1.4271483  -0.56101924 -0.43828094 -1.55256   ],[-1.0328668  -0.79611206 -0.07412603 -1.3547871 ],[241542.73   85014.61   25062.543  51253.48 ],[ 1 -1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[-919.4755  -912.7275   147.67722 1838.5728 ],1.4292693742510477e-07,127.19315031778306
212,4,[42145.375 30856.096 24527.63  17145.387],[-0.7618416  -0.4033028   0.17732447 -1.3291079 ],[ 1.0674969 -1.8769813  2.3983681  2.3858852],[54979.242 33399.883 24914.49  34654.29 ],[ 1 -1  1 -1],[13 13 13 13],[   0.     1967.9214    0.        0.    ],[-229.94598  1058.4355   -423.14032   -29.411682],1.0583798978414535e-07,121.53555469920973
213,4,[46468.504 22408.395 20038.53  13652.875],[-1.5386931  -0.727459   -0.8242704   0.27280328],[-0.7636102   3.1057165  -2.7289937  -0.31099406],[113224.21   28603.752  27240.295  14164.462],[-1  1 -1  1],[11 11 13 13],[   0.        0.     5511.1704    0.    ],[  201.05527 -1269.7802  -1087.0798   -609.55664],4.479917397964477e-08,115.0109554992487
216,4,[148596.84  119244.14   94756.695  28652.793],[1.8322465 1.8371326 1.5712247 2.214734 ],[2.3122048 2.0987127 2.6968148 3.0154943],[476101.38 383833.94 237854.92 132779.31],[-1  1  1 -1],[11 11 13 13],[21415.137 90594.57      0.        0.   ],[2405.9397  4016.8755  -152.25946  559.22296],2.1552613365634918e-07,125.74136956261852
217,4,[69872.086 29206.652 13638.019  8488.171],[-1.5385437  -1.9159219  -0.55886835 -1.3167766 ],[ 1.4622854 -1.3591737  2.429757   1.9684427],[170225.72  101352.99   15823.841  16973.678],[-1  1  1 -1],[11 11 11 11],[   0.     1975.3489    0.        0.    ],[ 689.6394  1436.2233  1066.2179   286.96176],2.166678716666921e-07,117.03147025045776
218,4,[44013.426 43949.543 26723.918  9286.215],[0.52383476 1.652732   0.6729878  0.86240655],[-0.92072725  1.3656293   1.3542926   1.7121375 ],[ 50191.49  118943.96   33007.605  12958.911],[-1  1  1 -1],[11 11 11 11],[3717.316    0.       0.       0.   ],[ 133.17728  -603.45886    63.546387  710.3168  ],1.3839263444248835e-07,127.29309132112934
219,4,[98492.84  27834.018 15080.45  10355.245],[-1.6732991 -2.2117448 -1.518054  -1.5786129],[ 0.39445302 -1.5912408  -0.69899225  2.6574054 ],[271709.72  128609.13   36061.086  26170.441],[ 1 -1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[ 987.3543  1581.7588  1455.7646  -576.45746],9.995987367811838e-08,124.87732794794499
220,4,[98175.19  93686.75  37872.21  36675.715],[0.97020257 0.97411615 1.8401574  2.2564507 ],[-2.9133651   2.4040458   0.10994038 -0.3196545 ],[148121.12 141764.53 122257.59 177031.06],[-1  1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[-283.05194 -822.66364  263.00696 3574.1836 ],1.628156032172648e-07,284.0155057851369
222,4,[56651.3    35505.16   15252.221   7423.8213],[-0.11434516 -0.14209165  0.8908008  -0.53906137],[ 1.8943919 -1.4318404  3.0564425 -0.7826138],[57022.156 35864.344 21714.9    8529.483],[ 1 -1  1 -1],[13 13 13 13],[   0.     1074.4646    0.        0.    ],[ 150.24164 2461.557    -90.11487 -357.3084 ],1.946108486471939e-07,120.07098370893726
225,4,[43550.914 23314.879 22599.879 17365.41 ],[ 0.69478136 -1.0639076  -0.6652426  -0.38785887],[-0.52533287 -0.40199387  2.9357738  -0.7542252 ],[54492.094 37802.617 27787.807 18688.344],[-1  1  1 -1],[11 13 11 13],[0. 0. 0. 0.],[-391.34222 -758.5547  1090.9081  1240.8906 ],8.731165385667165e-08,122.16929816618904
226,4,[218432.53  190257.25   54434.098  21169.885],[1.0730418 1.0056828 1.3893226 1.2649255],[ 2.4282286  -0.80180645  1.5655885  -1.340412  ],[356725.22  294857.66  115982.12   40488.348],[ 1 -1 -1  1],[13 11 13 11],[   0.        0.        0.     1522.7289],[ -210.15393  -430.31616 -1046.3219   -993.08105],7.353373403507233e-08,485.344522070521
227,4,[48235.918 39581.93  15060.137 13752.225],[-0.1517577  -1.0328435  -1.6064637  -0.26754498],[-1.6347755  2.156752   0.7912687 -2.919751 ],[48792.547 62639.188 39049.027 14247.362],[ 1 -1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[-190.29648 -124.88156 1876.8455   833.0182 ],1.361878737274742e-07,130.9885642583639
229,4,[47285.938 26666.064 23647.475 20615.783],[1.6572933 1.2999603 1.4379419 2.197349 ],[ 1.2799108 -0.8659459 -1.1675005  2.7187264],[128517.25   52554.727  52609.047  93927.81 ],[ 1 -1 -1  1],[11 11 13 13],[   0.    1907.698 1907.698    0.   ],[2175.2664  -457.0499  -435.03357  419.36755],2.2155014465674082e-07,121.12679053327605
230,4,[65762.08  39514.13  28127.162 16216.945],[-1.2229359  -1.4563276  -0.45641792 -1.8644258 ],[-0.30473787  1.6077285   0.13175385 -0.43734816],[121380.78   89366.516  31108.242  53574.527],[ 1 -1 -1  1],[13 13 13 13],[   0.     2170.0051    0.     1892.3589],[-380.87933 1419.6748  1263.8955   425.27667],1.3125752531766255e-07,124.27177646004179
231,4,[35858.688 33931.55  26903.705 26610.092],[-1.0638984 -1.6002699 -2.3533666 -1.9705794],[ 1.714136   1.6243297 -2.817656  -2.1619298],[ 58140.434  87479.125 142804.58   97315.875],[-1  1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[-690.46356  232.1719   484.97418  552.89014],6.587683165453911e-08,123.61888421980943
233,4,[51334.953  28767.928  22860.89    8062.4004],[-1.8327543  -0.39841944 -1.8056098  -0.07627079],[ 1.3592092  -0.932644    0.90573597  1.5431067 ],[164555.53    31081.574   71418.05     8085.8623],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[  957.99774 -1187.2163    231.88083  1050.803  ],2.3133709802214304e-08,123.3531260081808
234,4,[166594.69   46852.883  42784.246   9706.878],[-0.22427838  0.20726271  0.29075542  0.49996492],[2.146268  1.1974697 2.3388507 2.931577 ],[170802.2    47862.957  44605.484  10946.061],[ 1  1 -1 -1],[11 13 11 13],[   0.        0.        0.     2927.1543],[ -61.47229 -403.53516 -283.7296  1237.7872 ],1.7028970917926788e-07,125.02534600963811
235,4,[84396.6   52156.188 19167.229 18002.695],[-1.9699309  -1.4070259  -2.1825805  -0.87842673],[-0.15270606  0.2958394  -1.7016288  -0.8071594 ],[308454.7   112883.31   86079.26   25406.715],[-1 -1  1  1],[11 13 13 11],[   0.        0.     1221.1803    0.    ],[1017.3722  -174.28113 1228.5079   943.3943 ],1.5605138229183198e-07,117.717472874163
236,4,[53588.86   37862.137  13493.8545 10383.775 ],[1.9213836 1.9435991 0.7386347 1.5893279],[ 2.6407497   0.00666098 -3.0654018  -1.5889013 ],[186939.56  134922.28   17345.604  26502.291],[ 1 -1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[ 802.92413   82.92587 -287.1618  -217.97368],1.3993346569307325e-07,121.4930575778682
237,4,[32560.354 32189.736 27739.639 10639.432],[-0.37961304  0.63891506  1.4849596   1.0228933 ],[-2.2392066  -2.3877602  -0.20917292 -2.053331  ],[34934.895 38986.426 64374.06  16708.074],[-1  1  1 -1],[13 11 13 11],[0. 0. 0. 0.],[-502.94022 -436.21188 -502.94022  647.39655],9.34890345554924e-08,114.78826643549559
240,4,[111639.35   55242.004  45286.062   7463.647],[ 0.3670828  -0.18667929  0.5636857   0.8878842 ],[-1.2691809  -0.19205816 -1.1139824  -0.5904965 ],[119245.93   56207.47   52673.227  10604.008],[ 1 -1  1 -1],[13 13 11 11],[ 42750.51      0.   108955.84      0.  ],[-636.2876  1215.449    424.77875  949.38464],4.759920748781522e-08,116.26717193051397
241,4,[39831.316 35774.504 31452.732 26984.494],[1.7147361 1.3212353 2.3548882 0.8564518],[-0.8532813   0.96657526 -0.6479556   1.0785813 ],[114220.74   71814.78  167200.48   37501.266],[ 1 -1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[ 496.86206  714.4879  -218.20656 -146.83032],2.1571821398585e-07,127.46564535738351
242,4,[54597.406 39643.543 19883.326 12411.341],[0.14294872 0.58027434 0.38579306 0.7016124 ],[-2.96441   -0.1444439  1.007346   2.68238  ],[55156.188 46507.293 21381.71  15593.89 ],[ 1 -1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[ 320.8037   311.70673 -303.4977  -303.4977 ],2.027413071082306e-07,128.45603284788533
243,4,[55995.055 35792.84  24868.543  8716.751],[-0.9780941  -0.78566134 -0.37516764  0.10785121],[ 0.18393473 -2.9446702   1.5534043   0.95393664],[84983.98  47419.707 26639.3    8767.496],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[-531.13257  205.08868 -514.9977    58.17401],2.1493954031962075e-07,124.62919755747099
244,4,[79970.664 72218.26  67188.04  19451.24 ],[1.8150443 1.4572686 1.8453717 0.7794301],[ 0.91685075  2.192612   -1.444436   -1.3304937 ],[252074.7   163469.16  217972.08   25664.906],[ 1 -1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[-374.4388 -521.4729 -287.4172 1400.7876],1.3844070986225126e-07,246.83328637549792
246,4,[39914.32  30732.678 27403.682  9415.431],[ 0.541085   -0.9326141  -1.48541    -0.23284797],[ 0.24731961 -0.35121325 -0.7710937   2.3311536 ],[45901.312 45095.086 63620.273  9671.83 ],[ 1 -1 -1  1],[13 11 13 11],[   0.        0.     1155.2574    0.    ],[-289.8081   312.96402 -289.8081   439.4909 ],5.302482551772753e-08,124.13350191272323
247,4,[62220.652 28951.922 25743.033 11796.441],[2.1212823 1.8427727 2.0192997 1.3514415],[ 3.0767207  -0.29504862  1.826496    2.5060806 ],[263246.4    93694.19   98670.484  24311.852],[-1  1 -1  1],[11 11 13 13],[   0.     1482.8676    0.        0.    ],[1440.0015  2127.4758   -93.19528 -258.158  ],2.0689580831530888e-08,118.87798724379336
248,4,[96005.03  39670.805 28219.479  9220.581],[1.9715103 1.6700667 1.8081509 1.1468607],[-0.39214745  1.192901    0.1666161  -1.9851954 ],[351414.94  109109.72   88370.94   15978.928],[-1  1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[-778.7295  712.3857  512.0475 3830.3833],7.89758255796369e-08,122.50479407267441
251,4,[46707.074 33993.117 32334.45  31659.053],[1.3177507 1.2926902 0.2389833 1.8848761],[-2.8404908  -0.03470435 -1.9161118   1.1189376 ],[ 93478.375  66577.37   33262.38  106649.69 ],[-1  1  1 -1],[13 13 13 13],[1441.8492  1015.46106    0.      1269.4744 ],[-1184.4851     -39.298584 -1184.4851    -411.10913 ],1.2939596708129247e-07,167.9189250684729
252,4,[34621.41  28290.607 27580.223 15916.294],[2.4276001 1.2443852 1.6119922 0.6791485],[-1.7833035  1.6459998  2.5236623 -2.1589913],[197686.61   53171.15   71877.97   19730.488],[ 1 -1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[ 162.8771    -517.62946     -3.2361145 -517.62946  ],1.756412942978541e-07,121.20079392986892
254,4,[73408.05   41475.07   41043.2     7946.2817],[-0.48757693 -1.3123897  -1.7757133  -1.418143  ],[-0.5387628 -0.0019577 -1.4527973 -1.4165615],[ 82307.984  82622.91  124645.2    17369.338],[-1 -1  1  1],[11 13 11 13],[0. 0. 0. 0.],[-819.1743    921.21295   -95.648865   95.167114],1.7685987465613046e-07,126.73019221987191
256,4,[64049.082 56095.855 44234.543 33294.83 ],[0.88877213 2.0819976  1.4575138  2.058766  ],[-1.9683747  -1.0729078  -0.26051465  0.77994853],[ 91055.44 228454.73 100148.87 132578.45],[-1  1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[1425.9058  -381.28308 -289.383   -334.6841 ],1.674926170660909e-07,191.38757354850574
257,4,[48204.8   16024.967 13825.022 12662.433],[-0.78009045  0.82060754 -1.8717163   0.94986004],[ 0.89508575  0.6955599   2.3262825  -2.692089  ],[63631.246 21730.207 45991.14  18817.28 ],[-1 -1  1  1],[13 11 13 11],[0. 0. 0. 0.],[ 1154.2516    220.70702   342.6019  -1022.56195],1.5793121889303841e-07,126.92043289048057
258,4,[107868.234  45269.83   39315.887  15489.55 ],[-1.0907493   0.32053256 -0.74695325 -2.1863143 ],[ 2.5121124  0.0856318  2.6867342 -0.8527926],[178655.08   47615.344  50803.465  69816.6  ],[ 1 -1 -1  1],[13 11 13 11],[   0.       0.       0.    1084.288],[ 382.412   -456.90912 -363.62122  142.70923],1.5516077386041005e-07,241.96397719795314
259,4,[84624.97  54714.31  24099.014 13400.415],[0.8258726 1.2362498 1.0689884 1.056575 ],[-2.559995   2.8663983 -1.026632   2.4321527],[115163.016 102128.36   39230.777  21602.45 ],[-1 -1  1  1],[13 11 13 11],[1397.2424    0.     1074.6968    0.    ],[  32.849365 -750.4698    201.74512  -592.02954 ],1.498430381962204e-07,125.52674403860459
261,4,[50774.805 41594.508 25533.451  9671.661],[0.7997385  0.92697483 0.4193222  1.4757811 ],[-1.5735908   1.483771   -1.2213211  -0.24102485],[67896.21  60782.11  27811.525 22259.828],[-1  1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[-179.91827 -455.88568 -470.36462 -470.36462],1.6984915546545663e-07,125.30655244527009
262,4,[128917.14   32916.28   26468.607  11384.781],[2.4222531 1.8697635 0.978634  2.3688195],[1.100483   0.39986306 0.9288502  1.7953793 ],[732246.    109297.234  40187.86   61354.65 ],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[1496.0111   728.53326   81.8056   343.18707],8.176756273637136e-08,123.02118153282133
264,4,[49397.7   43303.355 12199.202 11249.93 ],[-0.77093524 -1.2836771  -0.58805287  0.16504753],[ 0.69505733  3.0439155  -2.100101    0.5522342 ],[64818.855 84158.04  14370.358 11403.995],[ 1 -1  1 -1],[11 11 13 13],[   0.        0.     1704.0162 1251.5618],[ -993.57336 -1015.8174   1990.5154   -239.34344],1.1469933594875336e-07,123.25950134507009
266,4,[57706.098 38255.22  36866.51  14629.149],[ 0.9092133  -0.16607724 -0.47199914  0.5084611 ],[-2.7946332 -3.018488  -1.5388949 -2.8452652],[83247.17  38784.15  41050.074 16561.637],[-1  1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[ 184.08325  192.56702 -544.9242  -106.17566],1.2996784067288715e-07,122.78670154666776
267,4,[136647.64   36296.22   10725.15    9018.104],[-0.32725638 -1.5258366  -1.2043958  -0.7199806 ],[-2.098377   -2.6394699  -1.9230776  -0.53746575],[144030.44   87409.07   19490.904  11458.199],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[-498.78882 3004.0708  -314.70743  487.66882],1.585166373744583e-07,122.22976176862181
269,4,[56956.4   31789.664 24776.68  15490.218],[-0.01665244 -0.45040774 -0.23755953  0.05620344],[ 2.0635061 -1.371885   2.8672478  0.6233746],[56964.297 35069.086 25479.104 15514.689],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[1603.0654  2091.98    1423.4648   308.66626],1.5382148988934834e-07,122.61136515212525
270,4,[121787.94   27186.787  12582.707  11000.866],[-0.67775524 -0.6158959   0.2969238  -2.1332488 ],[ 0.7598937  -0.51280165  1.3611289   0.93806624],[150846.98   32508.209  13141.464  47087.566],[-1  1  1 -1],[11 11 11 11],[4439.088     0.        0.     1609.2026],[1339.0614  2757.8699  -228.28702  346.73267],8.829606341700236e-08,118.76225193018455
272,4,[46179.72   38734.59   11339.366   7900.1714],[1.0575786 1.6403913 2.0623314 2.2774055],[ 0.13200372  2.8545907  -2.0075228   1.4258829 ],[ 74503.73  103636.164  45308.938  38923.74 ],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[ -493.02295  -146.37988   659.0416  -1130.678  ],1.5131998456104278e-07,112.40877969289326
273,4,[66635.016 28832.809 22544.762 14957.61 ],[ 0.6604631   0.24818605 -0.7748017  -0.38108006],[0.8911127  0.76887244 0.5981732  0.5346242 ],[81704.61  29725.373 29657.148 16057.253],[ 1  1 -1 -1],[13 11 11 13],[0. 0. 0. 0.],[-373.7253   163.52127  442.72202 -373.7253 ],1.6356654008207955e-07,80.4641856803977
274,4,[56064.95   33533.375  26067.08    7915.9746],[-0.59051746 -0.6363403   0.63302386 -0.2346955 ],[ 1.0326787  -0.33802965 -1.7049701   0.9937156 ],[66127.65   40555.043  31466.799   8135.6772],[ 1 -1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[-1135.4663  -1135.4663   -452.90088  1327.8442 ],1.7182110753360747e-07,124.7452570453594
275,4,[41869.93  41679.52  12970.763 11786.725],[-0.6080263  -0.06742017  0.6657039  -0.51738065],[-2.8106236  -0.14238264  0.49710223 -3.0535343 ],[49850.902 41774.28  15952.905 13400.198],[ 1 -1  1 -1],[11 11 13 13],[11837.76     0.       0.   37196.31],[1462.0946 1050.1885 1036.3391  792.9179],1.749887558218511e-07,117.04994657885184
276,4,[96222.35  24563.516 17186.174  7380.121],[ 0.3906989   1.6762599   1.0447662  -0.02068791],[-1.8759409  2.6746278 -1.804651   1.3905268],[103660.21    67950.03    27450.887    7382.4565],[-1  1 -1  1],[11 11 13 13],[   0.    1033.949    0.       0.   ],[-307.31165 2697.25    -724.2843  -565.0226 ],1.7353958031222025e-07,128.27573195630268
277,4,[83547.21  81929.42  16970.152 13631.936],[-0.61952245 -0.8373173   0.8668294  -0.2586976 ],[-1.0802951 -1.1726786 -1.0042765  0.2497243],[100099.664 112367.484  23755.133  14090.64 ],[ 1  1 -1 -1],[11 11 11 11],[70811.44  71033.016     0.        0.   ],[-750.5973   556.1408   427.94385 3060.1646 ],1.4836721560604094e-07,118.81058771970659
280,4,[84960.31   61657.117  51553.656   7386.2847],[0.29619253 0.6739785  0.7699084  1.1733164 ],[1.9429995 1.8247718 0.5209882 1.2856411],[88714.42  76199.086 67602.93  13081.239],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[-779.12476  266.9338  -197.74722 2274.2263 ],1.7067601522622425e-07,123.68446450601611
281,4,[51119.152 42766.953 14956.713 13248.043],[1.3030841 1.8109032 0.6403744 1.4099063],[-3.043501  -0.5370163  2.0804148 -1.7094246],[101019.766 134277.05   18129.984  28746.709],[ 1 -1 -1  1],[13 13 13 13],[2331.2046    0.        0.        0.    ],[-645.41003 2428.6174   604.6312  1553.611  ],1.6876590481721242e-07,125.57031490383328
282,4,[41878.97  18157.17  10842.032 10530.475],[-2.195978  -1.2479701 -0.1923044  0.5678322],[-1.4375125  -2.247123   -2.4796379   0.84086347],[190550.11   34229.46   11043.125  12274.727],[-1 -1  1  1],[13 11 11 13],[   0.        0.     2238.6143    0.    ],[ -677.4646   2937.0579    319.62628 -1230.3481 ],1.5017027796686807e-07,118.89273151155301
283,4,[288489.75   83687.61   19563.781  18411.078],[-1.1632998 -0.8798298 -0.6856198 -2.033168 ],[0.6067366  0.8883422  0.10564549 0.893945  ],[506722.2  118223.15  24344.97  71519.37],[ 1 -1 -1  1],[13 13 11 11],[   0.        0.     1677.5293 2384.5642],[-1010.5583   -441.61194 -1090.6409   2470.969  ],1.4642506059281668e-07,124.67089040403799
285,4,[36797.49   33912.37   15453.388   8167.2583],[-2.3045177  -0.61860794 -1.5207659  -1.8439806 ],[-1.5538431   2.6691225   0.16343978 -0.20601043],[186179.69   40610.67   37043.88   26461.258],[-1  1  1 -1],[11 11 11 11],[1100.0271    0.        0.        0.    ],[-786.4779  1450.6074    82.45633  -84.85907],1.749887047411855e-07,119.50143101582857
286,4,[56270.2   26873.412 21225.904 16345.74 ],[ 1.2028389  -0.06696424  0.9053053   1.7533826 ],[-1.2932893 -2.970449   1.1679024 -1.7618804],[102127.49   26933.688  30534.762  48606.527],[-1  1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[ 1588.69     -1063.2394      37.111572  1618.0239  ],1.6672736058802286e-07,131.97767973269166
287,4,[55533.293 55285.848 45441.625 14477.209],[1.7728143 1.6291945 2.2699566 1.8675561],[-3.0385966 -1.1682713 -1.1945336  2.064038 ],[168189.61 146392.84 222261.75  47969.94],[-1  1  1 -1],[11 11 11 11],[   0.    1356.866    0.       0.   ],[-709.24927  -66.62366 -206.23871 -251.83623],1.644620182036209e-07,152.0034186501459
289,4,[43961.562 29625.012 26792.885 15061.631],[ 0.17726986 -0.71209246 -0.04184685  0.5060965 ],[ 3.0818994   0.15922488  0.2093596  -1.8412547 ],[44654.11  37458.875 26816.348 17032.05 ],[-1  1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[  50.038147 -355.33255  1633.6677    741.7074  ],1.46087144963061e-07,125.45273964352056
290,4,[71242.71  25955.553 21018.178 12376.914],[ 0.21496858  0.06806899  0.84474564 -0.50333667],[-1.3947604  1.7735555 -2.444766  -2.8286145],[72895.17  26015.707 28974.3   13978.526],[ 1 -1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[  -3.8396606  287.15204   -760.6597     423.47223  ],1.6130267903697966e-07,122.12051661775013
291,4,[58498.418 25274.541 22064.033 16934.031],[ 0.75264096 -0.45373562 -0.27188605  0.6281729 ],[ 0.8224861  -2.2191665  -0.59920543  0.11333913],[75864.23  27921.195 22884.822 20386.72 ],[-1  1  1 -1],[11 11 13 13],[   0.        0.     1032.9058    0.    ],[ 625.3936  2502.2231  -285.97815  164.1112 ],1.5671154881389618e-07,127.22502300820585
292,4,[42999.625 32974.84  31304.768 29135.8  ],[2.365308   0.43447784 1.7156968  1.2447718 ],[ 1.2569778   0.4417496  -2.0367548   0.41843143],[230934.64   36136.61   89850.74   54777.477],[-1  1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[-623.9335   -564.3251    347.52026    34.554962],1.3997069498484294e-07,162.15274030801612
294,4,[227145.19   59104.992  34093.508   8833.804],[-0.8315636  -0.45995107 -0.4625173  -0.9139292 ],[-1.651418   -1.6972554  -1.9452542   0.83840775],[310311.62   65467.97   37805.66   12787.583],[-1 -1  1  1],[13 11 11 13],[ 1012.2972 32725.17   58544.273      0.    ],[-416.40344 -124.26648  357.65826  214.0487 ],1.6585806982103982e-07,119.22974733089104
298,4,[79674.12  49039.543 27931.422 25670.453],[-0.40329984  1.3352164   0.03762174 -0.92241096],[ 1.9683113  -2.3606753   0.46854824 -0.77830225],[86242.016 99646.38  27951.191 37387.97 ],[-1  1 -1  1],[13 11 11 13],[0. 0. 0. 0.],[ 344.94635  -714.78687    47.817566  536.71564 ],1.4523721376833596e-07,246.4220056795622
299,4,[63308.957 30805.143 23538.367  9823.765],[0.22103634 0.5442523  0.7057944  1.5768721 ],[-2.12447    0.6116057 -2.6905496  2.9416697],[64861.81  35481.285 29648.59  24787.393],[-1  1 -1  1],[11 11 11 11],[   0.        0.        0.     2687.3577],[ 188.87555 -800.9889   681.6986   679.34534],1.699688374649302e-07,123.33314346120062
300,4,[41658.734 39312.652 14118.962 11634.205],[ 0.87871796  1.0770035  -0.65388477  0.22026744],[ 0.79351807 -2.0291255  -0.76996505 -0.5860776 ],[58803.926 64403.63  17246.441 11917.581],[ 1 -1 -1  1],[11 11 11 11],[    0.       0.   21076.98     0.  ],[1573.248    353.16302  882.55914 2457.062  ],1.464792401521174e-07,120.3363695642231
304,4,[39390.926 30320.63  27243.375 18057.184],[ 0.49732572 -0.23310317  0.24248597  1.2146815 ],[-2.0540116  -2.3414538   0.65668654  0.95629245],[44363.62  31148.314 28048.453 33099.215],[-1 -1  1  1],[13 13 13 13],[0. 0. 0. 0.],[-505.4687    73.49786 -892.8107  -892.8107 ],1.619273104426829e-07,125.3351086899753
305,4,[128588.51  120891.74   41506.59   14353.097],[-1.1716232  -1.1247437  -0.12445042  0.29424915],[ 2.8004546  -0.24628223 -3.0562813   1.5736632 ],[227414.6   205767.64   41828.43   14979.329],[-1 -1  1  1],[11 13 11 13],[0. 0. 0. 0.],[-585.79193 -532.11444 2038.9954  -634.59576],1.2513543092589697e-07,333.81873343799276
306,4,[83081.15  42526.348 30152.95  17802.822],[0.9118676  0.8149794  0.46160722 0.9652963 ],[-3.1285248 -2.5287745 -1.537749   1.888645 ],[120082.99   57448.46   33423.082  26761.521],[-1  1 -1  1],[11 13 13 11],[0. 0. 0. 0.],[1901.2888  -379.55316 -788.34064 1322.7319 ],1.1819779965423583e-07,120.43257331396879
308,4,[40393.92  38429.367 36861.9   16687.43 ],[0.54299605 0.66628486 1.1991459  1.5672125 ],[-2.2077596 -1.3089727  2.9096472  2.0275083],[46496.652 47279.84  66696.79  41734.38 ],[ 1  1 -1 -1],[11 13 13 11],[0. 0. 0. 0.],[-326.1075 -265.2224 -619.5928 2414.3325],9.272633211070378e-08,120.91644057825778
