entry,lep_n,lep_pt,lep_eta,lep_phi,lep_E,lep_charge,lep_type,lep_ptcone30,lep_etcone20,totalWeight,mllll
309,4,[59720.36  17232.621 16166.943 12017.651],[-0.5772912  -0.21873675  0.74360794  1.640274  ],[-0.20481502 -1.7843434  -0.9077238   2.1271987 ],[69951.26  17646.521 20846.52  32150.451],[-1 -1  1  1],[13 11 11 13],[0. 0. 0. 0.],[1060.0435  2115.4077  -488.003   -162.48706],8.87055515726916e-08,123.90330674562277
310,4,[60067.26  39208.84  16007.925  7234.564],[ 0.672994   0.5756357  0.7666707 -0.5950188],[ 1.7581626 -1.7171673 -1.8189416  1.3088642],[74191.35  45886.258 20947.53   8553.487],[-1  1 -1  1],[11 11 11 11],[    0.    10166.637 38370.684     0.   ],[-152.81717   187.23163   -71.718506  309.9295  ],1.544167839661153e-07,126.69173490423357
311,4,[39695.566 39123.535 25293.22   8317.757],[-1.2765278  -2.4473128  -0.72166276 -1.0412428 ],[-0.4314844 -2.2615676 -1.6028168  1.7133195],[ 76675.58  227772.83   32170.566  13249.573],[ 1  1 -1 -1],[13 13 13 13],[   0.        0.        0.     1341.8262],[ -831.36096  1997.2827   -469.70068 -1056.1409 ],1.6270349818318684e-07,125.45083419938534
312,4,[81631.43  23865.352 16457.264  9770.557],[-0.1372064  -0.34070596 -1.4837677   0.5886727 ],[ 0.4056682  0.5900041  2.7724087 -3.013227 ],[82401.086 25263.955 38150.633 11512.936],[ 1  1 -1 -1],[13 11 13 11],[23260.207 80108.4       0.        0.   ],[ 718.98816 2941.11    -456.01904 -619.2554 ],1.462447628701782e-07,122.76983245626367
314,4,[87415.03  72835.35  39099.34   8253.795],[-0.17155163 -0.00690971 -0.8662366  -0.1771399 ],[ 1.5211726  2.6491923  1.8426849 -3.0747688],[88704.56  72837.164 54709.285  8383.63 ],[ 1 -1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[ 479.67007 -477.6041   329.75427  476.5213 ],1.6170608008001963e-07,126.46149163607636
315,4,[52303.45  25111.748 21712.973 10352.838],[-0.20128025 -1.6125222   0.14034168 -1.1118704 ],[ 2.0261123 -1.8286337 -2.9212701  1.1593527],[53366.64  65476.83  21927.15  17439.264],[ 1 -1 -1  1],[13 13 11 11],[   0.     1433.864     0.     1162.9502],[1231.4476  -223.70172  534.9495  -302.74017],1.4342340744084676e-07,124.04996280908274
316,4,[72415.72   26455.338  16638.586   7456.5015],[-0.4285376   0.21062829  0.05787389  1.3062956 ],[ 2.6333578  -0.35003525  2.9565752  -0.7108809 ],[79167.48  27044.346 16666.793 14776.522],[-1  1  1 -1],[11 11 13 13],[   0.     1143.0983    0.        0.    ],[-135.5893  -178.09888 1272.9513  -136.36694],1.159562778868866e-07,125.62879808202635
317,4,[59983.184 33460.785 13807.759  7792.561],[1.0209476  1.3012847  2.150629   0.24793684],[-0.34630495  1.722205   -2.2358263   2.4236753 ],[94055.945 66021.4   60109.902  8034.   ],[-1  1 -1  1],[11 11 13 13],[1585.803    0.       0.       0.   ],[1734.5935  -670.416    -93.54956 -991.44763],8.668932959436416e-08,120.98824806215187
318,4,[28855.24  28466.457 26680.955  8439.566],[ 0.92030287 -0.32429042 -0.27615365 -2.0498285 ],[-0.03325508 -2.007788    0.6532406  -0.7715697 ],[41961.996 29976.635 27704.994 33316.566],[ 1  1 -1 -1],[11 13 13 11],[1689.9734    0.        0.        0.    ],[ -49.38202 -314.81412 -147.86734  331.4032 ],1.5138257540327706e-07,122.97732105101689
319,4,[128240.664  52676.52   43590.445  28664.734],[-1.8875747 -1.6434001 -2.5043676 -1.1526635],[1.6436578 2.145898  1.9477906 2.601447 ],[433118.25  141332.42  268463.7    49911.184],[ 1 -1  1 -1],[11 13 13 11],[0. 0. 0. 0.],[  908.45325  -281.0414   -392.18378 -1159.7163 ],9.523345631222406e-08,125.4034090808943
320,4,[84152.59  33050.02  21005.758 12549.829],[1.5965791 1.2712725 2.1824715 1.7178849],[-1.1600698   3.0099304  -1.1429316   0.41622657],[216217.7    63552.895  94325.99   36094.56 ],[-1  1  1 -1],[11 11 13 13],[   0.        0.        0.     1462.1642],[2004.2264   193.10536 -155.7706  -155.7706 ],1.6144131196338654e-07,128.21322608340134
321,4,[69480.766 48842.023 46057.97  10953.021],[0.86728305 0.76122576 0.4561188  0.13326453],[ 0.4251139 -0.8133234  1.2240443  0.5133288],[97291.34  63689.9   50932.77  11050.425],[ 1 -1  1 -1],[11 13 13 11],[   0.        0.        0.     1438.5557],[ 203.59872 -382.11795 1885.8386  1085.7386 ],1.6746711078707376e-07,124.86435136137683
322,4,[76156.336 20310.492 20153.334  8334.262],[ 1.678162    2.059543   -0.24580333  1.5167838 ],[ 1.663003   1.6266737  1.86224   -2.9583611],[211045.19   80936.33   20765.23   19906.498],[ 1  1 -1 -1],[11 13 11 13],[   0.        0.     2973.9685    0.    ],[-229.24567 -321.60132 -601.33496 -815.2113 ],9.852547750773111e-08,118.78606467751348
323,4,[70356.25  56606.85  27478.816 18439.398],[ 0.7862715   0.35881424  1.0165508  -0.08267092],[ 2.7387805 -1.9950397  2.6141856  2.9688618],[93248.    60290.207 42942.34  18502.445],[ 1 -1  1 -1],[13 13 11 11],[24132.865     0.    70989.71      0.   ],[-379.19946 1149.0477  -227.17917 1354.5554 ],1.517510542979431e-07,128.14349556530408
324,4,[76420.55  25204.072 15419.361 10782.938],[1.6064326  2.3707907  1.4427705  0.77707815],[ 2.095871  -1.5963068 -2.9301903 -0.9052887],[198143.11  136092.67   34452.24   14206.133],[ 1 -1 -1  1],[11 11 13 13],[6522.8223    0.     1091.5746    0.    ],[ 162.4029   420.2574  -623.82996  895.6532 ],1.5176707660004933e-07,127.83033974173459
326,4,[62401.63  32363.65  30403.475 27699.502],[-0.2072018  -0.57128936  0.04905182  0.1170712 ],[ 1.2140714 -1.9333844 -2.2593346 -1.4142463],[63745.96  37790.15  30440.059 27889.54 ],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[1209.1533   -68.20694 1427.686   1395.0796 ],1.5291627238756816e-07,155.72686646077474
328,4,[39657.285 25686.057 16540.24  15244.774],[-2.415418   -0.62487805 -1.6095634  -0.67083913],[ 0.2645746  -2.8268645  -2.6447046   0.15707767],[223742.02   30866.406  43009.734  18805.924],[-1  1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[-517.25446 -103.32202 -517.25446  743.58545],1.283411172831154e-07,130.1822406201643
329,4,[33036.62  31996.906 16776.35  15889.558],[1.9482805  0.98278797 0.04855234 1.7822267 ],[ 1.628981   -2.2222815   0.51080376 -0.67699146],[118256.74   48733.98   16796.459  48553.23 ],[ 1  1 -1 -1],[11 13 13 11],[0. 0. 0. 0.],[-163.2714   -579.01215   -23.215088 1222.8607  ],7.333947426383972e-08,122.90810561768174
330,4,[79618.6   33470.168 23043.646 15392.137],[0.8657528  0.23839891 1.2441498  2.2957757 ],[ 1.2018338  1.2329222  1.5755751 -0.6423135],[111367.74   34425.805  43300.96   77213.34 ],[-1  1 -1  1],[13 11 11 13],[1000.1623    0.        0.        0.    ],[ 993.94714  564.94727 -430.41888 -180.22643],5.0978542567701336e-08,120.79858980632622
332,4,[93117.34  29964.121 28410.568 15327.715],[1.3297821 1.2623544 1.3934892 1.8794619],[-1.758483    0.09855515 -0.25774568 -2.0239134 ],[188318.4    57182.402  60757.387  51368.164],[-1  1 -1  1],[11 13 13 11],[   0.     1576.0421    0.     1367.3544],[-1056.0745    -982.29114   -114.464966   158.57568 ],9.18804192616717e-08,124.4558016633047
333,4,[74645.7   39217.54  12959.59   8543.579],[ 0.8433933   0.5992785  -0.48555586  1.5395373 ],[-1.0689849 -2.8958356 -1.3429418 -2.912101 ],[102805.37   46473.027  14517.932  20833.414],[ 1 -1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[3123.5918 3730.0435 3462.571  -373.8885],9.765055084064484e-08,119.70812794447791
334,4,[108098.13   52032.25   44594.98    9654.026],[ 0.91978514  0.7494681   0.96201736 -0.07546501],[-2.217389  -1.5972866 -0.8346216 -2.412318 ],[157139.88   67342.62   66872.22    9682.105],[-1  1  1 -1],[11 13 11 13],[0. 0. 0. 0.],[-1130.0516  -396.899    571.908    263.1997],8.441521836236954e-08,121.27867256071059
335,4,[170903.53   88997.06   33444.69   15431.078],[-1.7255523 -1.607538  -1.9588746 -0.861077 ],[ 2.8305702  2.1307502  2.573165  -3.1139417],[495081.6   230986.97  120942.055  21514.375],[-1  1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[1364.5049  1641.9873  -409.50003 -576.4388 ],7.621689072365443e-08,120.0456234641075
336,4,[50728.98  33195.95  28442.752 10940.257],[-1.6635371  -0.22286902 -0.9300587   0.10946909],[-2.6991162  1.8242328  2.4791894 -2.7442596],[138678.17   34023.797  41657.227  11006.381],[-1  1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[2535.1443  -117.72598 2206.9792  -742.034  ],2.0617452377686817e-07,123.44252360513384
337,4,[43791.7   43429.633 16528.676  8629.694],[1.2120082  0.2055955  0.2117209  0.26981366],[ 0.06017685  2.0127263  -3.0412707   0.693387  ],[80091.19  44350.746 16900.518  8945.723],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[1918.1354  -575.6966   239.98367  226.29626],2.0601222347540536e-07,116.38434825985334
338,4,[52588.8   46819.883 14970.551 11336.292],[0.9770702  0.10622605 0.01380638 1.1766367 ],[ 0.6446602   2.3387663   2.6464367  -0.94121176],[79752.85  47084.29  14972.351 20132.178],[ 1 -1 -1  1],[11 11 13 13],[   0.        0.        0.     2893.6414],[ 74.677216 345.98474  -71.23654  -49.66562 ],1.2437162173335392e-07,124.61533107525416
339,4,[48917.934 43484.79  24443.42  12316.91 ],[1.9569434 1.8427716 1.1090776 1.5956073],[-1.1409642  1.8826683  1.0029539 -1.6053134],[176568.06  140725.3    41082.348  31618.174],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[-802.25354 1737.0723  -664.8135   344.82697],9.37073362933286e-08,134.12227330238457
342,4,[40018.17  36398.6   12112.132  9554.952],[1.0442163  0.15309851 1.681636   2.2611597 ],[ 2.9890625  -0.43779355  1.7319933  -0.541783  ],[63891.78  36826.01  33674.38  46334.176],[ 1 -1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[-152.87173  401.2667  2742.5503  -515.223  ],3.7627072476240494e-10,123.24855339078147
344,4,[57979.742 37926.85  13997.329 10556.619],[ 0.21925694 -1.0649707   0.35234407 -1.9834967 ],[1.0756358 2.57672   1.737843  2.232649 ],[59378.98  61545.65  14875.214 39089.58 ],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[ 482.44266  -11.83316 1105.7808  -242.96805],1.585317231976954e-07,130.45116787490954
345,4,[73336.74  38836.707 22785.184 11571.324],[-0.8639662  -0.43496385  1.0577203  -0.94772094],[2.755218  2.7266307 1.8138846 1.6202195],[102452.92   42568.824  36764.56   17168.645],[ 1 -1 -1  1],[13 11 13 11],[1413.8635 1683.555     0.        0.    ],[1122.722   -512.37463 -116.90979  346.78323],2.2923877238732654e-07,127.91688628481255
346,4,[74851.69  37057.02  24244.262 11171.892],[-1.0861235  -0.24323721  0.87273043  0.97480744],[-2.0317693   0.21745281  3.047991    1.0867506 ],[123516.09   38158.66   34078.297  16913.807],[-1 -1  1  1],[11 11 11 11],[0. 0. 0. 0.],[2553.2327 3165.2244  432.2124 2057.6533],4.8885716617879864e-08,194.34890185572672
347,4,[62004.516 30592.115 12798.524 11010.566],[1.7442589 1.9533495 2.1415892 0.7787124],[ 1.1275548 -2.7192798 -2.5328455  1.5253586],[182802.77  110040.875  55228.344  14521.075],[-1  1  1 -1],[11 11 11 11],[    0.     11807.995  15913.75    2711.8875],[-364.48914    69.398346  200.43767  2610.8142  ],1.9310320280235288e-07,113.73622470846303
348,4,[62775.707 28223.215 21171.08   8500.184],[-1.0911707  -0.19657615 -0.35613418  0.15763174],[-0.45921573  1.9719039  -0.53299606  2.8719265 ],[104006.195  28770.277  22527.91    8606.008],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[1586.3787    72.98813  218.02313  982.27905],1.7200847128196308e-10,121.25735356702576
351,4,[71211.555  25940.035  25630.537   7802.0747],[0.8382975  0.46689928 0.0491059  0.7309546 ],[-2.0661173 -3.0006018  1.3558965  1.8393966],[97733.33  28819.172 25661.445  9980.85 ],[-1 -1  1  1],[11 11 11 11],[0. 0. 0. 0.],[  254.56274    66.70996  -773.89056 -1319.0675 ],4.5266843013439174e-08,120.21956259323687
352,4,[57386.812 30194.646 24221.533 14302.273],[-0.29785585 -0.11619309 -0.27458218 -0.53760606],[-1.9136397   2.1001499   0.26313058 -2.902077  ],[59951.312 30398.703 25140.602 16419.7  ],[ 1 -1  1 -1],[11 11 13 13],[   0.        0.     3062.6545    0.    ],[-171.17975   459.54715  -784.9375    -31.359863],1.6518097857177734e-07,121.9516248692842
353,4,[27614.639 26942.3   14156.381 13509.668],[ 1.122771   -1.2235637   0.93567896  0.46367234],[-1.1106135   0.34428683 -2.302728    0.5336716 ],[46927.547 49755.27  20819.088 14988.481],[-1  1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[1508.1133    -13.482727 -608.22565  -608.22565 ],5.668351224427223e-08,123.60318494468446
354,4,[94688.98  30494.18  23103.998 16204.791],[-2.1811073 -1.5514351 -2.262912  -1.7380469],[0.29337656 1.1128058  3.107173   0.5797953 ],[424633.84  75170.98 112228.68  47497.09],[ 1  1 -1 -1],[13 13 13 13],[0. 0. 0. 0.],[ 748.3355   -504.51776  -746.6973     36.649963],7.742301591297149e-08,126.33418027407363
355,4,[40910.344 28750.754 15023.561  9393.667],[2.0499735 1.1376961 1.0312382 1.2747159],[-0.87370604 -3.1248705   2.509613   -0.03775027],[161522.94   49453.273  23745.734  18116.912],[-1  1 -1  1],[13 13 13 13],[   0.     1748.4106    0.        0.    ],[-448.2156  -894.3738  -204.06177 -882.34937],1.026177539506785e-07,101.41106661843877
357,4,[58930.902  55132.69   31726.58    8751.3545],[ 0.4549975  -0.5221307   0.43237686  0.5840583 ],[-0.05478283 -0.76533455  0.6955567   2.6501105 ],[65136.973 62820.223 34738.71  10286.92 ],[-1  1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[-57.74762 543.29205 235.07288 531.1387 ],1.689484841429138e-07,126.72396249780844
365,4,[95924.125 75369.65  30553.424 14330.008],[0.39812896 1.0441765  0.3383442  1.9319968 ],[-1.6306363   1.695842    0.41008028  1.904016  ],[103627.44  120329.125  32319.     50500.06 ],[ 1  1 -1 -1],[13 11 11 13],[0. 0. 0. 0.],[-547.8376   439.53113 3509.1567   955.0318 ],9.863145286193847e-08,239.1022388463364
368,4,[123127.12   38975.844  20932.725  12566.566],[1.6117231 1.9326564 0.778406  1.7124666],[-2.4727032  -1.9414339  -0.67320764 -1.3318176 ],[320806.62  137440.5    27601.414  35959.457],[-1  1  1 -1],[13 11 13 11],[0. 0. 0. 0.],[-318.41824  673.0553   496.91705  346.18674],1.7110272607966105e-07,121.56016485241784
369,4,[112702.07  29120.77  17488.38  14719.87],[0.1089882  0.65944564 0.24733396 1.2066857 ],[-1.9726061 -1.4702934 -2.7986722  1.176141 ],[113372.14   35685.434  18026.031  26801.969],[ 1 -1  1 -1],[13 11 11 13],[   0.       0.       0.    3441.646],[ -250.32007 -1161.1687   -166.75534 -1049.9441 ],1.3960017286355337e-07,125.31586526863587
371,4,[69479.83   40523.547  13574.973   7367.1123],[ 0.2460452 -0.4335983 -0.4870675  1.7486631],[-0.29397088 -2.1668832  -1.2606347  -0.38859352],[71593.63  44393.094 15217.653 21810.3  ],[ 1 -1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[ 28.612152 355.70468  326.9985   931.05524 ],1.5943316073022207e-07,124.26602134289497
372,4,[65281.332 31138.268 24373.523 11283.784],[-0.0016226   0.23495167 -0.5259559   0.4174321 ],[ 0.9860086  -2.4224901   2.307185    0.54579496],[65281.418 32001.68  27823.379 12281.694],[ 1 -1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[ 328.31863 -672.00793  144.18073  305.992  ],1.6321381105930326e-07,124.47409119989274
373,4,[107717.14  104361.414  36181.79   29710.965],[0.05299122 0.5754409  0.7227957  0.03297624],[-3.1345963  2.3936555  2.79615    2.4555483],[107868.414 122122.22   46051.785  29727.121],[-1  1 -1  1],[11 11 11 11],[   0.        0.     1111.9973    0.    ],[1098.3572 4255.4805 3051.0898 -931.3036],9.368047637667338e-08,123.72219571572386
375,4,[77584.234 28545.617 11421.98   9114.148],[0.7691527 1.1538517 0.7626963 0.9335107],[ 0.05098172 -2.2180367   2.7408786   2.4397957 ],[101687.43   49752.164  14908.292  13382.275],[-1  1 -1  1],[11 11 11 11],[3759.622     0.     1159.4811    0.    ],[ -455.4023 -1193.4658  2838.651  -1384.989 ],9.677627970876693e-08,120.65804245899673
376,4,[81486.04  71605.03  71462.59  10100.401],[0.07620519 0.34030938 0.48307964 0.29238215],[ 3.042958  -2.9378278 -2.0567021 -1.7887809],[81722.76  75791.51  79964.484 10535.214],[-1  1  1 -1],[11 11 11 11],[1309.1611    0.        0.        0.    ],[-534.8473  1442.1833  1005.38696 5455.062  ],9.632989428563435e-08,124.151555639727
377,4,[110263.96   39900.375  19432.752  11105.809],[-1.9423181 -1.1962668 -1.4687238 -1.0413206],[ 1.2571167  2.1746826  1.1403481 -1.6973412],[392444.44   72021.49   44441.926  17691.557],[ 1 -1  1 -1],[11 11 13 13],[   0.        0.     1265.9081    0.    ],[-635.016    328.80466 -972.3308  1159.4207 ],9.089721861042658e-08,125.3399986958749
379,4,[32269.387 31707.082 30304.652 11223.285],[-0.30174252 -1.0521696   0.25625834 -1.6174549 ],[-1.9429662  -2.521914    0.21066366  1.9109402 ],[33749.605 50938.125 31305.316 29397.426],[ 1  1 -1 -1],[11 13 13 11],[0. 0. 0. 0.],[  88.46643  1147.2668    171.78156   -13.890411],1.0238544759702683e-07,123.43288497493101
380,4,[63031.098 28749.898 21244.27  21031.506],[-1.3891048 -1.4153132 -1.7915175 -0.9819319],[-1.8117318   0.82159567 -1.8616441   0.11001797],[134273.81   62683.863  65488.17   32012.008],[ 1 -1 -1  1],[13 13 11 11],[1159.3456 1357.4734 1159.3456    0.    ],[-667.9767 -667.9767 1342.5137 1621.0005],9.584882509056726e-08,123.14679933611802
381,4,[34484.973 25631.865 21510.77  14777.727],[ 0.16593151 -2.0195363  -0.40300155 -1.618146  ],[2.74876   1.032526  1.3654103 2.591153 ],[34960.805 98266.766 23281.324 38732.395],[-1  1 -1  1],[11 11 11 11],[   0.        0.     1537.4939    0.    ],[-858.39124 -172.37419 1307.2855   648.5259 ],9.11853220777893e-08,124.05471516427762
382,4,[52643.195 31670.842 21284.97  14084.615],[-0.40324265 -0.9486389  -0.58788943 -1.4621295 ],[-1.1178174   1.9963968  -0.05918311 -2.5286493 ],[56981.52  47022.656 25070.549 32020.709],[-1  1  1 -1],[11 11 13 13],[   0.     1303.8123    0.        0.    ],[ 697.8418   -123.436646 -784.5392    -31.106812],9.577062910499572e-08,122.77013868186249
383,4,[66077.54  29767.674 20448.355  7689.591],[2.0198202  2.0098996  0.6110953  0.81216824],[-0.27366337  0.88945854  2.349367   -0.7115422 ],[253395.8   113066.164  24386.982  10368.729],[-1  1  1 -1],[13 13 13 13],[   0.        0.     2638.2212    0.    ],[2068.1377  499.9647 4928.664  2615.4658],9.248974349458694e-08,124.36681421306733
385,4,[71743.38  55035.14  46475.824 30997.48 ],[2.2335417 2.413459  2.3114636 1.8778691],[-1.2639945   0.83419025  3.0204039   1.9153215 ],[338629.16 309904.16 236754.73 103724.92],[ 1  1 -1 -1],[13 11 11 13],[0. 0. 0. 0.],[-200.5862   369.40594 1706.4873  -200.5862 ],1.5297423191612243e-07,207.12053786151355
386,4,[129369.21    71905.07    42425.652   14655.8125],[-1.6997745 -1.1567782 -1.9364609 -2.1674857],[-2.5116227 -1.70662   -2.436693  -2.855307 ],[365819.78  125624.28  150152.44   64857.508],[ 1 -1  1 -1],[11 11 11 11],[ 43461.21       0.    117671.695      0.   ],[-480.1087    -46.400818 3920.359     728.56793 ],2.4464980493861833e-08,124.76318068599127
387,4,[60496.387 42111.027 24138.469 10554.417],[-1.4115243  -1.9195876  -0.34467998 -1.9858097 ],[-0.90066344 -2.1165154  -2.090126    2.4593358 ],[131457.94  146647.73   25586.598  39168.707],[ 1 -1  1 -1],[13 11 11 13],[   0.        0.        0.     1858.5215],[-403.63168   81.36075 -192.4656   121.07419],1.2140649977072397e-07,126.26423741307458
388,4,[75238.97  61044.414 29559.596 26531.248],[1.251861  1.181848  2.2586098 1.5713841],[-3.0022328   0.11802856 -1.1385735  -2.871826  ],[142307.64  108875.984 142983.81   66607.62 ],[-1  1  1 -1],[13 13 13 13],[1143.9047    0.        0.        0.    ],[1183.5408   -697.0447     28.158783 -251.73978 ],1.7908588492802936e-07,201.26602697108626
389,4,[56054.527 35661.652 25519.912 11888.338],[-0.46255454  0.16800343  0.90503365  0.42669624],[ 2.1753747   3.109562    1.4764465  -0.14641581],[62158.832 36166.27  36704.72  12987.111],[ 1  1 -1 -1],[11 13 13 11],[0. 0. 0. 0.],[5006.03     628.0078   154.83936  477.98904],0.0,117.96789409140918
390,4,[68561.86  32141.252 31994.195 25106.283],[-1.6532753 -1.5410471 -2.300523  -1.6134669],[-0.6664148  2.6057534  2.6823244 -2.207899 ],[185647.86   78483.125 161244.45   65519.633],[ 1 -1 -1  1],[13 13 11 11],[   0.     0.     0.  1179.7],[ 273.2965  -805.19275 -959.8585  -495.39233],9.112772862733841e-08,159.94157941972864
391,4,[64985.4   41127.934 15117.319  8251.379],[-0.4291522   0.01481249 -0.11763193  1.2439065 ],[ 0.6024641  2.711051   0.6862166 -2.3382473],[71062.04  41132.445 15222.397 15502.206],[ 1 -1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[-386.16205 -716.1777   548.3285  -527.4518 ],1.4594546422360737e-07,127.79668936909367
392,4,[48231.98  36906.71  20741.938 13603.081],[2.2341235 1.5231054 1.0545777 1.6880859],[ 2.040465  -1.2360626  2.52567   -2.4509676],[227784.69   88658.83   33385.207  38047.75 ],[-1  1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[1691.25     980.62946  514.92285   81.78186],1.9828262905101775e-07,125.57365875821269
