entry,lep_n,lep_pt,lep_eta,lep_phi,lep_E,lep_charge,lep_type,lep_ptcone30,lep_etcone20,totalWeight,mllll
1011,4,[103670.05   52430.848  22097.965  12873.457],[-1.5717356 -2.4171789 -1.6308796 -2.3105004],[-2.9523854  2.4238775 -2.6614573 -1.658802 ],[260350.88  296322.16   58605.168  65517.39 ],[ 1 -1  1 -1],[13 13 11 11],[ 19310.373      0.    101698.57       0.   ],[-226.54553  -226.54553  3046.5312     95.986206],3.4143206975865397e-05,126.39231059800646
1012,4,[128096.836  70437.945  43436.066  38511.8  ],[0.99219084 0.6944513  0.21545418 0.9097418 ],[-1.5830544 -1.8194649 -2.2720354 -2.247924 ],[196494.2    88116.46   44448.26   55578.586],[ 1 -1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[ 631.2914  -951.29517 -951.29517 -951.2949 ],1.3040743603444643e-05,110.89972418425171
1015,4,[162325.34   75000.62   67079.945  21846.164],[0.5629998  0.44992965 0.85443896 0.48883766],[ 2.9337587 -3.0412035  2.373239  -2.5076654],[188738.16   82721.055  93092.85   24508.99 ],[-1  1  1 -1],[13 13 13 13],[   0.     1892.6573    0.        0.    ],[-464.02213 -464.02213 -464.02213 -464.02213],3.241758894569264e-05,124.29146234341758
1016,4,[69697.58  53955.355 18993.113  9219.414],[ 0.18156934  0.06774662 -0.8943098   1.0691466 ],[ 1.718046   1.2044016 -1.0746961  0.4773117],[70849.695 54079.324 27108.479 15010.473],[ 1  1 -1 -1],[13 13 13 13],[0. 0. 0. 0.],[-1139.3378  -616.787     78.3053   274.3214],0.0,125.36182667715393
1018,4,[108050.89   33226.734  13515.7     8478.179],[1.5905126  1.1135429  2.2394257  0.35292935],[ 1.5696727  -0.02646263  0.45786586  2.6012895 ],[276074.6    56045.55   64162.207   9012.319],[-1  1  1 -1],[11 11 13 13],[   0.     2281.3672    0.        0.    ],[144.15866  -39.137787 -13.776764 416.81708 ],1.4159907633600784e-05,125.69396306149858
1019,4,[52022.02  30922.342 23967.715 19956.59 ],[ 0.6112828  -0.54284513  1.2146254   0.46851465],[ 0.46552354  2.977439   -1.6308912  -1.9781023 ],[62047.914 35591.44  43931.184 22187.496],[-1  1  1 -1],[11 11 13 13],[1660.2642    0.        0.        0.    ],[ -63.457092  901.75275  -677.1128   -480.09302 ],1.2888204212009988e-05,150.4946404156512
1020,4,[37482.832 35242.008 27832.115 20958.273],[-0.46219662 -1.3685112  -1.0223998  -0.8308244 ],[ 3.0874696  -0.65705025 -2.750567   -0.19570829],[41558.26  73725.96  43690.695 28617.475],[ 1  1 -1 -1],[11 11 11 11],[1021.8452    0.        0.        0.    ],[ -447.47046  -711.8899  -1187.9957   1560.8124 ],1.5087218538744543e-05,123.87859084525559
1021,4,[33941.887 33898.812 28833.258 14109.517],[-2.4553535 -1.2058811 -2.641593  -1.0350673],[ 2.7738533 -2.9679625 -1.0150465 -1.364218 ],[199177.53   61681.156 203372.4    22367.348],[ 1 -1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[3743.836      30.095947 -985.1661   -150.2793  ],7.5353457917330895e-06,126.32788965719712
1022,4,[93122.45  51451.21  50268.707 10511.259],[-0.96144587 -1.1166452  -1.2376562  -1.794945  ],[-1.2335469 -1.0747278 -2.5023212 -2.203672 ],[139581.98   87003.12   93941.89   32507.541],[ 1  1 -1 -1],[13 11 13 11],[44266.758  93262.89       0.      1031.1305],[-312.95892 2523.6208  -561.38654 3304.1536 ],1.2857437399895475e-05,119.62392784917697
1023,4,[86771.57  31039.418 13548.73   9996.542],[-1.1454265 -2.274454  -0.5746174 -1.0893245],[ 1.344397   2.457582   1.8638873 -1.4322897],[150195.98  152488.36   15847.753  16537.826],[-1  1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[-1211.766     464.71826  -704.4598    691.2448 ],1.738590735228984e-05,121.25875437042066
1024,4,[104104.55   53595.73   22618.652  10379.093],[ 0.12747574  0.23891944 -1.5075496  -0.30933267],[0.37974548 0.8945369  0.8105523  1.1227449 ],[104951.6    55132.71   53573.562  10879.636],[ 1 -1 -1  1],[13 11 13 11],[0. 0. 0. 0.],[-327.93478    55.700836 -315.99234   392.9256  ],4.045791434475696e-05,126.10519777805948
1025,4,[49696.973 43043.508 12042.996 11886.287],[1.953334  1.0933524 1.212363  1.5767303],[ 0.58544296  3.069683   -1.3709029  -2.1552699 ],[178759.06   71438.375  22032.13   29987.658],[ 1 -1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[-223.92981  447.73816 1886.569   -161.81784],3.0227414758170307e-05,125.54126002046746
1027,4,[52156.15  30338.145 27344.61   9739.838],[ 0.43962258  0.72760963 -0.5883104  -0.64792764],[-1.8720608 -1.7370934  0.8480973 -1.5248604],[57277.902 38729.504 32214.79  11856.812],[-1 -1  1  1],[11 11 11 11],[0. 0. 0. 0.],[477.44955 187.25024 146.60994 301.2053 ],1.3235626645196714e-05,119.54351235791387
1028,4,[58767.832  43643.938  21503.543  11523.5205],[ 0.02898641 -0.972343   -0.19809     0.39477172],[ 2.8388937 -1.8711793 -1.3431063 -3.0439854],[58792.523 65953.16  21927.074 12433.632],[ 1 -1 -1  1],[11 11 13 13],[   0.     1314.9177    0.        0.    ],[-1637.7167    724.56824  2500.5728    264.42578],0.0,123.34486839080768
1029,4,[124387.69   29953.588  13326.676   7598.452],[-0.8779473 -0.8263381  0.6850326  0.3658058],[-2.1345897 -2.6385658 -1.0350821  2.0964458],[175485.6     40775.734   16577.787    8113.2236],[ 1  1 -1 -1],[11 13 11 13],[0. 0. 0. 0.],[-1785.6697   -437.38593   199.1947   -160.61273],2.9469764153641394e-05,123.54827568415223
1030,4,[44495.098 36397.18  16317.873  8298.371],[-0.70228     0.5305311  -0.32587782  0.3514673 ],[ 0.91932374 -0.78318363  2.8324075  -0.5138708 ],[55926.07  41640.824 17192.342  8816.848],[-1  1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[-700.6939  -700.6939  -700.6939   977.67303],2.2292954499622586e-05,113.68150705739144
1031,4,[46517.633 45502.98  19854.514 16162.873],[0.7469544  0.5634579  0.37829942 0.46474883],[-1.1467388   1.5832272  -0.7955589   0.38238364],[60109.38  52919.375 21292.232 17940.04 ],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[-543.6727  2117.3042  -303.99326 7119.1616 ],2.4092344611763478e-05,120.06060263740551
1033,4,[116284.47   56701.71   36161.996  20587.53 ],[-0.74111915  0.5339147   0.44060624 -0.80334353],[-1.0373402   2.2180688  -0.49599114  0.21693937],[149708.27   64977.367  39729.285  27595.768],[-1 -1  1  1],[11 11 11 11],[0. 0. 0. 0.],[ 470.64752  1788.5206   -190.7024    -62.396057],2.9082873107758236e-05,254.72932830811854
1036,4,[49084.703 40158.684 20348.717 15053.409],[-0.04740288 -0.4169445  -0.329791   -0.785986  ],[ 0.01655198  2.3921695  -3.0681567   0.6595328 ],[49139.973 43700.32  21465.367 19947.572],[ 1 -1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[-489.9275  -489.9275  -444.98026 1336.5167 ],2.592698100101517e-05,122.67410718011315
1039,4,[59830.105 46768.88  28988.018 13561.464],[ 0.24931885 -0.12525116 -0.84407675  1.2144792 ],[-1.8394421  -2.3923504  -0.60137194 -2.0863545 ],[61699.363 47136.21  39942.35  24854.346],[ 1  1 -1 -1],[13 11 11 13],[1355.006    0.       0.       0.   ],[-591.4995  -274.3607   431.04507 -229.9624 ],2.723586894422171e-05,123.27443990052015
1041,4,[32047.102 20663.436 17347.652 12658.558],[ 0.6663523   0.18442993 -1.1490066  -2.1452959 ],[2.702171   2.386524   0.26111332 1.928158  ],[39429.156 21015.86  30115.6   54821.695],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[1065.0662  -193.61246 1084.7744   350.62192],2.4568106198167226e-05,124.76192894368118
1042,4,[77940.5   35862.402 19900.686  7774.047],[-0.72944176 -1.9680262  -1.1006818  -0.63209814],[ 1.6402935   0.40579167  2.6696215  -0.60770786],[ 99611.94  130830.914  33222.793   9379.503],[-1  1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[-788.5195   412.45984 -156.49365 -556.76953],1.5687815702184936e-05,129.25578872488256
1043,4,[48299.984 27440.783 21273.924 14792.413],[-2.262046   -1.9640129  -1.0928617   0.17335159],[-1.4813133 -1.766653  -2.4424887 -2.862443 ],[234420.48   99722.1    35294.008  15015.604],[ 1 -1  1 -1],[13 11 11 13],[   0.        0.        0.     1073.2058],[ 142.39276 -455.55392 3082.5483  1787.3339 ],1.367618856859335e-05,122.90380124755022
1044,4,[45937.957 40743.574 20473.176 15406.966],[0.58707255 1.1718644  0.98111373 0.6784711 ],[ 0.22848754 -2.707275   -0.03512524  2.713731  ],[54084.31  72071.19  31143.143 19091.482],[ 1 -1 -1  1],[11 11 13 13],[   0.     1041.8324    0.        0.    ],[-337.34604 -250.31293 -201.61188 1733.9856 ],2.7311305600795724e-05,125.87981717056067
1047,4,[67195.875 33650.227 25060.203  9737.679],[-0.02092626 -0.3291999  -1.11829    -0.20687434],[ 1.8874365  -0.12078753  0.42994282  2.7655869 ],[67210.67  35490.133 42432.766  9946.795],[-1 -1  1  1],[13 11 13 11],[0. 0. 0. 0.],[2597.234   -463.3523  -244.00671  147.7243 ],3.079118076497452e-05,124.56655602303196
1050,4,[38870.54  30815.566 18233.426 10938.468],[ 1.7007749  -0.01571021  0.09241399 -0.34883723],[-1.5212191  -1.7177829   1.3292438  -0.17115925],[110017.87   30819.37   18311.342  11610.781],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[ 443.15637  1736.3376   -425.20102    -6.380127],1.5487349493755716e-05,126.87077919154696
1051,4,[89281.43   20162.896  16730.27    7307.3755],[2.15449   0.7964511 1.9063289 1.929219 ],[-1.1423295 -2.9564676  0.3362971  1.0854422],[390135.47   26903.39   57526.863  25683.426],[-1  1  1 -1],[13 13 13 13],[   0.        0.     1428.0463    0.    ],[1287.864   -418.51767 1945.9812  -652.91   ],2.9806206709888568e-05,125.7992511745919
1053,4,[70195.07   37368.355  15036.8955 10370.07  ],[0.8368455  0.15571928 1.1543705  0.12218469],[ 0.40232822 -1.4922472   0.26565325 -2.5649958 ],[96242.625 37822.484 26218.947 10447.574],[ 1 -1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[1253.7534  -691.6873  3707.365    436.08777],1.4301450607607484e-05,121.33128892931168
1055,4,[67670.664 20139.422 13561.046 11924.533],[-0.02111632 -1.5241418  -0.21105163 -0.5454271 ],[ 0.31293356  2.6549258  -0.75028396 -2.631794  ],[67685.836 48425.453 13864.595 13743.068],[-1  1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[-754.30505 -309.64178 -534.04846 -754.30505],1.2552348843101198e-05,123.50877821459781
1057,4,[143325.08    25465.922   24040.69     7639.7266],[-0.8746286 -1.4948069 -0.8988815 -1.3134061],[ 2.4841704  2.762789  -2.0893486 -2.977192 ],[201730.14   59625.586  34424.805  15232.917],[-1 -1  1  1],[11 13 11 13],[0. 0. 0. 0.],[905.3468  165.12671 866.97876 857.0789 ],2.1409871356793676e-05,109.53964418395296
1058,4,[54042.348 41014.582 19795.633  8518.053],[2.205846  1.7141699 2.0699332 1.8024244],[-0.12579781  2.2413487  -2.2756367   1.8039305 ],[248272.89  117551.484  79682.32   26530.668],[ 1 -1 -1  1],[13 13 13 13],[1022.9177    0.        0.        0.    ],[  93.29721  254.6528  1162.0381  -224.21243],2.940346987611319e-05,124.33462143186522
1060,4,[65845.336 27964.527 14489.235 10927.592],[-0.881203   -0.35599515  0.27038598 -0.47843942],[-0.44372818  2.3698041  -2.7451184  -0.17642912],[93108.13  29755.328 15022.485 12202.775],[ 1 -1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[ -31.699097  992.57275  -147.28308  -522.27014 ],2.8137530062891236e-05,122.08814134285768
1061,4,[35344.08  32329.824 28933.73  23371.219],[0.4321303 1.0647671 1.3836673 1.384375 ],[-3.0167842   0.5049905   2.6434307   0.05609945],[38695.914 52454.79  61341.965 49579.934],[ 1 -1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[ 602.6399  -592.18506 -191.49756  387.359  ],1.6962111469413064e-05,126.77773630361804
1062,4,[25183.582  16210.379  12401.226  11534.8125],[0.15861729 0.11138196 0.74022424 1.733468  ],[-2.244963    1.2559737   2.835647   -0.23397012],[25501.049 16311.035 15956.734 33663.89 ],[-1  1  1 -1],[11 11 11 11],[   0.       0.       0.    1068.956],[ 403.8775    101.273254 1169.7848    730.688   ],0.0,77.24491262131853
1069,4,[69708.39  32383.184 26054.111  7714.287],[-0.50133854 -0.2849758   0.00923595 -1.0678676 ],[ 2.8324132  -3.1214228  -0.200226   -0.18427032],[78653.76  33707.047 26055.438 12546.941],[ 1 -1 -1  1],[13 11 13 11],[3958.9353    0.        0.        0.    ],[ 1424.9277  -357.0432 -1308.8799  1624.8525],3.2357390589982153e-05,123.32838126534774
1070,4,[44384.098 25685.504 17643.195 10634.636],[ 0.02338773 -0.59221417  0.20322534  1.9810754 ],[-0.92170495  0.38463572  2.8378584   1.7661067 ],[44396.363 30322.873 18008.787 39286.914],[ 1 -1  1 -1],[13 11 11 13],[0. 0. 0. 0.],[ 457.015   2582.4766  -199.2706   500.34918],0.0,125.00369393767781
1072,4,[55707.73  38438.004 21120.61  14889.615],[1.2128133 1.1682987 1.8236347 0.7724052],[ 2.2111516 -1.1577716  2.62136   -2.961732 ],[101953.27   67793.32   67118.95   19556.812],[-1  1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[-304.133      26.047241  231.91792   158.63712 ],2.5851836058509398e-05,124.54263810615322
1073,4,[53976.023 31347.033 13117.317 12860.761],[ 0.05409393 -1.0342082  -0.7562228  -1.2612654 ],[-2.2297816  0.8719942 -2.2987757  1.5934719],[54055.016 49659.746 17050.223 24520.203],[-1  1  1 -1],[11 11 11 11],[   0.    6525.623    0.       0.   ],[ 941.8627  4478.612   -788.14685   82.89932],2.6672635240407993e-05,125.88276815697769
1075,4,[58367.    37999.33  23025.822 10521.074],[1.838153   1.9538254  2.2638447  0.71220565],[ 2.8769083  -1.301372    2.9602249  -0.48992813],[188059.36  136747.38  111951.07   13304.547],[-1  1 -1  1],[11 11 13 13],[2229.0056 2167.603     0.        0.    ],[ -72.234344  664.93805  -214.9743   -793.0118  ],3.0359873996681002e-05,124.38648695431642
1077,4,[102919.234  47618.246  15573.792  10504.971],[-1.636293  -1.673465  -1.9764615 -1.2699752],[-0.09605531  1.3524573  -0.40196133 -1.8278452 ],[274320.7   131383.56   57278.312  20178.238],[ 1 -1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[1565.0646  1757.6395    60.49536 -969.302  ],2.982346896506058e-05,125.9959793004401
1078,4,[99309.92  43202.082 39511.418 11965.214],[ 0.06473427 -0.3832153  -0.3632651   1.3385768 ],[ 0.62623453  0.3980103  -0.6655121   0.03140178],[99518.13  46413.293 42147.207 24384.322],[ 1 -1  1 -1],[13 11 11 13],[0. 0. 0. 0.],[575.819   793.4233  447.6054  107.96326],2.7748867681067952e-05,125.91516826529605
1079,4,[82196.35  33299.13  32031.95  21984.402],[-1.3321049  -1.3354625   0.07591742 -0.94145054],[-0.23603268  0.41466478 -0.91772825  0.1349485 ],[166568.1    67677.07   32124.3    32468.486],[-1  1  1 -1],[11 13 11 13],[0. 0. 0. 0.],[ 698.0051  -625.08606 -686.8532  -196.03735],2.775522524333862e-05,121.5317503549527
1080,4,[32624.627  30756.299  14612.638  11408.3955],[1.7810999  0.01297291 1.7275195  2.1064358 ],[3.1301193 0.500427  1.1694046 1.4712981],[99583.984 30758.887 42408.83  47576.24 ],[ 1 -1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[-347.19193  511.10013 2527.9106   191.75073],2.711266335713337e-05,119.88555495898632
1082,4,[46549.7  45883.21 20154.16  7860.9 ],[ 0.22910465 -0.25082368 -0.4571666  -0.31941596],[ 2.6738906  -0.58325803  0.5799598   2.6613703 ],[47776.723 47334.11  22297.22   8265.331],[-1  1 -1  1],[11 11 11 11],[   0.     6276.3867    0.        0.    ],[ 899.56177 1732.9011  1480.1572  3960.768  ],3.0262399394828156e-05,124.39352703192104
1086,4,[84274.164 34593.53  30639.088 18623.945],[0.47370836 0.45826393 0.44398367 0.32454306],[ 3.0416212 -2.0566595 -1.2549934  2.7340877],[93907.914 38290.113 33708.996 19613.682],[-1 -1  1  1],[13 13 13 13],[0. 0. 0. 0.],[-390.0863 2242.9277 2184.5527 1015.3983],3.0946904952267566e-05,121.7412651041503
1088,4,[66316.66  65186.258 20777.979 17751.684],[1.3115243  0.2590142  0.7917045  0.38099295],[-1.6589571  -2.1039379  -2.222493   -0.41825807],[132011.14   67385.13   27637.273  19056.016],[ 1 -1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[ 737.6394  4274.9053  -487.39703 -908.4052 ],2.987044996685452e-05,116.46300975389967
1089,4,[46566.855 39931.438 37112.695 15341.162],[0.7997869  1.2275265  0.7918354  0.66268605],[-0.05122472 -1.465019    0.73998845 -0.48632842],[62271.33  73988.84  49368.363 18834.814],[-1 -1  1  1],[11 11 11 11],[0. 0. 0. 0.],[-185.80774 1242.4802  -158.51111  964.66046],2.448654354616022e-05,105.67850240171877
1091,4,[97864.66  24739.275 15361.621 12254.82 ],[-1.6195679 -2.3889174 -1.2597502 -0.4861841],[-0.96208096 -2.4462044   0.546      -0.5848739 ],[256840.48  135984.56   29250.57   13731.942],[-1  1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[ 162.5672  -715.02454 -205.27989  417.39133],2.4987240670675256e-05,124.34037175931917
1094,4,[77630.27  36686.547 28707.46  16994.082],[0.08185615 1.2749557  0.2098585  0.9022985 ],[ 0.29196075 -0.75231004  0.820978   -0.96713877],[77890.5   70768.1   29342.121 24394.377],[-1  1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[ 2646.8643 -1479.8433  1206.5701 -1080.697 ],2.853969850533778e-05,125.60066614568426
1095,4,[48971.613 37667.105 13193.014  8601.502],[ 0.566578   -0.47383508 -0.21832475 -1.1037997 ],[ 1.7933215 -2.1723237 -1.4648589 -1.0923686],[57044.445 41975.453 13508.691 14395.522],[-1  1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[ 777.5905  -881.6651  1131.1638   289.90762],1.598163492349257e-05,123.9473272636048
1098,4,[94155.97  46510.207 40697.414 13707.485],[ 0.7451139   0.11059932 -0.2033072   0.24567461],[ 2.7711034  -2.2534304  -0.32299536 -1.3982884 ],[121525.35  46795.08  41541.54  14123.63],[ 1 -1  1 -1],[13 13 13 13],[20817.77     0.       0.    1588.85],[-117.5755    -84.167786  180.47968  -782.1419  ],2.933689290660133e-05,193.9672749914775
1100,4,[62701.582 37767.316 27314.031  9485.907],[1.6356226  2.463892   1.7249267  0.79492265],[ 1.7305405  2.073167  -0.6373836  1.2000625],[167020.86  223498.66   79078.234  12644.614],[ 1 -1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[  28.353302 -298.3879    626.7267    340.2511  ],2.9456540785001785e-05,124.19389248344862
1102,4,[53913.633 51117.914 38694.26  20502.928],[-0.321284   -0.06063649  0.1275351  -0.00535352],[ 2.1221106 -2.2091055  2.6604052 -2.545938 ],[56720.324 51212.027 39009.516 20503.494],[ 1 -1  1 -1],[13 13 13 13],[   0.     1375.2251    0.        0.    ],[-607.081  -342.976  1909.5342 -607.081 ],2.9909581755059793e-05,124.75849790800225
1103,4,[91301.26  36936.19  22920.5    7102.983],[-2.0927546 -2.1342514 -1.7009051 -2.4089189],[-2.911865  -2.0291984 -0.4226402  1.0499657],[375730.4   158254.08   64881.402  39818.902],[ 1  1 -1 -1],[13 13 13 13],[0. 0. 0. 0.],[-163.08173 -285.95026 -285.95026  466.34015],3.136578530272646e-05,126.14660230153859
1107,4,[145462.08   70896.75   35811.34   25850.826],[1.7977014 2.040474  2.4425151 2.4302015],[ 3.1360958 -2.8371344 -1.9693112 -2.510217 ],[451036.94 277355.97 207506.58 147985.52],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[451.20715 315.91666 826.7117  867.17163],2.37049558475474e-05,127.45612604135434
1109,4,[29786.848 27440.793 26386.87  25441.271],[2.0250494 1.0469743 0.4451369 2.1661363],[-1.7389916  1.1470069  2.9355662 -0.7638874],[114805.555  43905.49   29044.752 112439.39 ],[-1  1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[ 134.09225 1594.5571  2049.7168  -304.09885],1.5493013859194126e-05,136.5824199064905
1111,4,[52778.91  28324.889 15436.18   8184.835],[-1.186614   -0.03955207  0.11560313 -2.0335033 ],[-2.8606226  0.3079128  2.55405   -2.073582 ],[94506.53  28347.047 15539.799 31805.15 ],[-1  1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[-1038.3286     69.87372   -97.49432  -348.7678 ],2.571489284396012e-05,124.66261681258642
1112,4,[57210.094 34408.805 15692.385  8199.573],[0.3680796 1.574557  1.0600107 1.2192185],[-2.1212025  -0.26189834  0.7826153   2.9804735 ],[61129.53  86636.23  25365.814 15087.596],[ 1 -1  1 -1],[11 11 13 13],[1054.6776    0.        0.        0.    ],[ 322.2061    300.67825   -56.145874 -204.02795 ],2.830335898491912e-05,124.39905647279141
1113,4,[40072.08  22396.387 16295.682 12965.308],[-0.48411143 -0.81060046  0.871327   -0.27158216],[-1.1146994 -0.415366  -1.601529  -1.6390737],[44860.23  30166.244 22883.018 13446.394],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[ 121.56122   -26.349487 -139.55038   -83.09601 ],1.3879865135453951e-05,69.00043069196245
1115,4,[82364.59  23169.186 12745.623 12695.431],[ 0.19658136  0.6330494  -0.24765599 -0.6709797 ],[-0.36022624  2.7616293  -2.7768993  -1.2047094 ],[83961.19  27968.857 13138.917 15662.457],[-1  1  1 -1],[11 11 13 13],[   0.    2122.525    0.       0.   ],[ 753.17554 -273.23587 -539.608   1749.5701 ],3.075428946110778e-05,125.46175555411466
1117,4,[100840.695   40994.86    17642.516    7953.6714],[-1.1240565  -2.2217467  -0.48182225 -0.22927053],[-2.9170847 -2.5902326  2.3128488 -2.6003103],[171543.67   191278.88    19730.604    8164.3145],[-1  1 -1  1],[11 11 13 13],[   0.    1100.457    0.       0.   ],[-251.36157 1047.351   1674.7678  -223.38092],2.8649930334793357e-05,123.50295910418714
1118,4,[50869.57  41678.887 25434.873 15570.721],[ 0.41551363 -0.01972808  0.40448326  1.1037046 ],[-1.9012672  0.4745765 -2.3460236 -1.9078158],[55324.574 41687.133 27544.256 26057.473],[ 1 -1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[-595.6146   353.42883 -595.6146  -595.6146 ],3.064104124803939e-05,126.87723178603498
