entry,lep_n,lep_pt,lep_eta,lep_phi,lep_E,lep_charge,lep_type,lep_ptcone30,lep_etcone20,totalWeight,mllll
871,4,[87561.92  32744.207 28299.46   9942.912],[1.0202867  0.66796774 0.8114795  1.1064222 ],[ 1.8516048  1.0825871 -0.597595  -2.6536493],[137230.66   40324.81   38139.848  16675.564],[-1  1  1 -1],[13 11 13 11],[0. 0. 0. 0.],[ -47.862305 2566.1123   -783.1615   1382.8594  ],1.6437793023774583e-05,130.90765497848784
872,4,[158241.69   46233.953  28999.455  10448.618],[2.1089735 2.2266674 1.7514695 1.0796757],[-0.7655886 -1.9536448 -1.3408152 -1.83949  ],[661540.56  216763.58   86078.85   17153.654],[ 1 -1 -1  1],[13 13 11 11],[   0.        0.     2288.002  1952.8094],[ 342.21347 1054.2124   647.1251   -72.52063],2.3985587788553763e-05,129.2600257059354
873,4,[76820.24  23288.695 21534.938 16728.342],[0.6999657  0.71840453 1.8740281  1.0388873 ],[ 2.5091531  2.1095016 -1.4522407 -2.3298204],[96420.39  29561.36  71797.36  26597.385],[-1  1  1 -1],[11 11 11 11],[   0.     3029.5405    0.        0.    ],[-291.28415  495.77856   77.13934 1208.6843 ],2.292940392352172e-05,122.55910890630594
874,4,[48989.113 21088.604 20669.79  12044.455],[-2.0632133  -1.4708765  -1.8030671  -0.21985655],[ 1.7904295  -0.9725265  -2.3216825  -0.61876726],[195914.02   48322.254  64417.64   12337.178],[-1  1  1 -1],[11 13 11 13],[   0.     1392.6962    0.        0.    ],[-753.9177 -668.6067  582.9469 5102.949 ],1.7190495014908804e-05,121.80957841921536
877,4,[44402.027 40418.945 16346.869 12707.361],[ 1.0825398   0.4254488  -0.10905964  1.3363916 ],[ 1.8169659 -1.4763972 -2.1822681 -0.3574461],[73061.44  44132.633 16444.52  25847.496],[-1  1 -1  1],[13 13 13 13],[1415.131    0.       0.       0.   ],[-767.77185  -741.6515   -941.7206     21.252808],2.859262806823455e-05,126.036769975578
878,4,[49581.6   35050.68  22359.158 13306.4  ],[-0.86354715 -0.87184006 -0.16486926 -0.29428995],[-2.9340606   0.08023864 -0.62782896  0.9178353 ],[69246.2   49237.35  22663.729 13887.184],[ 1 -1 -1  1],[11 13 11 13],[0. 0. 0. 0.],[-311.99564 -847.0581   -81.60263 -607.5606 ],2.7201091815509313e-05,124.77945651750157
879,4,[146691.4    35652.832  19786.969  15205.468],[1.0138098  0.22722438 1.3628306  0.6714328 ],[ 2.634416  -2.6178818 -3.0310683 -2.2481246],[228759.03  36577.19  41188.42  18763.96],[-1  1 -1  1],[11 11 13 13],[   0.        0.     1613.2526    0.    ],[  287.6646 -1143.9489  -654.5554  -654.5554],2.2328272953410068e-05,124.60380322074026
880,4,[35650.035 33581.465 29256.129 18119.545],[-1.2859385e+00 -6.6885531e-01  4.1146678e-04 -3.8930723e-01],[-0.22789204 -2.7259276  -0.14424278  1.5655591 ],[69418.695 41377.34  29256.322 19510.361],[ 1 -1  1 -1],[11 11 13 13],[1389.1902    0.        0.     1201.7943],[-1185.5642      86.655396  -156.97821   -162.70721 ],2.5857907921434886e-05,126.62714500029782
882,4,[49198.66  46880.43  17271.83   8324.816],[ 0.56808484  0.7163454   0.8385759  -0.6976658 ],[ 2.6858575 -1.1373676 -2.8871171  1.6211218],[57353.27  59432.133 23709.244 10434.874],[ 1 -1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[ 285.29102 2649.7085  -757.2036  -757.2036 ],2.746376980819217e-05,122.43770145613605
885,4,[53257.93  41250.203 15251.983  8174.999],[-1.948841  -2.1264095 -2.0450444 -1.0742803],[ 1.5774885 -2.46497    3.1277087 -2.9227836],[190742.88  175395.3    59931.82   13364.204],[-1  1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[ 259.4613  462.9732 -467.86   -696.9068],1.600665015668435e-05,105.37402002563879
886,4,[118709.43  88861.88  82796.54  43861.65],[2.2413657 2.2871575 1.6533723 1.4260689],[2.66382   3.079683  2.7949529 2.8078554],[564610.6  442019.6  224211.9   96551.74],[-1 -1  1  1],[13 13 13 13],[    0.        0.    44082.184 89223.23 ],[ 720.17395 -259.83002 3312.458   -430.9311 ],2.2219236550161957e-05,128.24783832477948
888,4,[45789.22  41225.99  17707.934 15480.113],[0.19781265 0.61723346 0.11152205 0.7908984 ],[ 1.8687912 -1.1028768 -1.2668496  2.6281018],[46688.008 49331.574 17818.479 20579.643],[-1  1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[-725.4878 3907.6353 -575.464  -760.3329],2.763501799569392e-05,123.99783944486978
889,4,[84143.39  37103.773 28832.666  9335.851],[ 0.43416154 -0.6614908   0.5875701   0.05748272],[-0.09459988 -1.4213364  -0.47024927  1.2687948 ],[92199.1   45521.883 33954.754  9351.876],[-1  1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[2217.6987   346.65234 -775.35315  963.9459 ],1.6423696016611027e-05,125.03141451198837
891,4,[60995.957 25920.764 17179.043  9991.554],[0.75059986 1.6279988  1.1269305  2.2534587 ],[-0.28884473  2.4184353  -1.6155012   1.2187487 ],[79000.55  68560.336 29292.135 48087.684],[-1  1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[ 629.99023  425.2237  -324.43744 -109.3136 ],2.1403231102539356e-05,121.55582260807664
892,4,[53289.44  23192.137 22971.21  14354.399],[-1.066551   -0.44829378  0.47376683 -1.1135637 ],[ 0.23409045 -1.3688202  -2.5616987  -1.4202951 ],[86582.96  25562.076 25597.795 24213.072],[ 1  1 -1 -1],[11 13 11 13],[   0.     1431.1611    0.        0.    ],[-748.0371   102.29828 2220.9922  -240.77496],2.81344685688555e-05,125.27239564092694
893,4,[98851.016 24568.105 19037.188 10526.149],[0.8219937 0.901414  0.9042205 0.8473201],[-2.7446187  1.1278933 -2.3649397 -0.2533785],[134169.77   35243.914  27364.654  14536.334],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[-295.0667   577.922   -187.55641  729.2725 ],2.8641169890661637e-05,123.89374345696575
894,4,[70906.48  27049.834 26110.537 13113.053],[ 0.07866815  0.2382312  -0.61948586 -0.12623292],[-2.0565476 -1.5268081  0.9187608 -3.062285 ],[71126.08  27821.066 31283.129 13217.668],[ 1 -1 -1  1],[13 11 13 11],[0. 0. 0. 0.],[ 297.70795  306.2979  -758.4847  1358.1011 ],2.968116061754495e-05,121.5725832816177
895,4,[85926.25  32759.1   18579.81  10086.158],[-0.7097165  -0.4740474   0.98748434  0.23918101],[ 3.0012486 -2.4030235  1.8037205 -2.7929313],[108490.414  36509.527  28399.105  10376.576],[-1 -1  1  1],[11 13 11 13],[9108.501    0.       0.       0.   ],[ -66.948944 -448.0641     78.354065  643.34607 ],1.6540312474591027e-05,123.24896194831251
898,4,[81255.51  51780.27  29889.227  8645.799],[0.95629185 1.0950054  1.7556474  0.3702327 ],[-0.3777474  0.3828048  1.6497262  0.4253954],[121328.5    86052.055  89069.73    9245.752],[-1 -1  1  1],[11 13 11 13],[0. 0. 0. 0.],[-1297.7373    117.78027  1754.3152   -339.34167],2.853364769394299e-05,125.5021234960326
902,4,[58403.215 57997.184 44394.74  19618.152],[ 1.3869125   0.8781506  -0.17058894  1.126708  ],[1.2377687 1.6504706 1.5969375 1.9784325],[124174.586  81833.91   45042.387  33444.84 ],[ 1 -1 -1  1],[13 11 13 11],[2284.3176    0.        0.        0.    ],[-1110.7968  -786.9657  1523.7548 -2668.4458],2.978606941709557e-05,123.49586171092344
903,4,[99391.77  70630.19  45230.684 19241.928],[-1.9948883 -2.4522328 -1.3828647 -1.4721105],[-2.1022773  -2.293089   -1.7160926  -0.81066835],[372093.53 413199.03  95824.97  44139.81],[ 1 -1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[-144.71259 -144.71259  253.43048 -137.59076],2.8954720410955958e-05,130.64402568759795
904,4,[89559.84  25982.795 25976.852 10208.953],[0.36145735 2.042534   1.4581318  0.16674927],[1.7519455 1.6263633 1.1021687 0.8195865],[ 95474.38  101850.25   58845.367  10351.753],[ 1 -1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[1206.9655   -597.45996   -60.124756  740.7313  ],2.920093911399484e-05,124.41135521406738
906,4,[46848.145 45723.324 22718.45  18911.295],[-0.00377791  1.3008475   0.7333113  -0.10438865],[-2.2894473  -1.196377   -0.6817292  -0.13350402],[46848.48  90182.6   29105.504 19014.426],[ 1 -1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[-919.5434  1434.0438  4560.3696  -474.42383],2.4603149478374877e-05,126.62344670894204
907,4,[50142.453 37379.297 13002.238 10248.613],[-0.6764454 -1.3976985 -0.8845834 -1.9131266],[ 0.42016637 -1.8788308  -3.034007    3.135748  ],[62058.77  80235.53  18429.771 35469.703],[-1  1 -1  1],[13 13 11 11],[   0.     1271.0251    0.        0.    ],[-659.577   -659.577   -511.00745 2414.2107 ],2.891616302880258e-05,119.15354715178486
908,4,[67092.34  32829.13  25068.963 11388.799],[0.43278298 0.7839876  1.8217975  0.95031184],[-0.5311789  -0.10126875  1.2782767  -2.2663662 ],[73474.266 43445.707 79527.484 16930.557],[-1  1  1 -1],[11 13 11 13],[0. 0. 0. 0.],[-1138.5266   -811.64246  1126.9976   -382.31268],2.9222134998045775e-05,124.21559343594433
909,4,[86170.18  58906.023 47433.766 45886.125],[1.1093422  0.40276596 0.8702181  0.8182185 ],[ 1.1489158   0.6466958   0.95312977 -0.12479356],[144858.06   63748.844  66556.49   62122.37 ],[-1 -1  1  1],[11 11 11 11],[0. 0. 0. 0.],[ 270.88678 3960.1697  1446.9333  -518.2863 ],2.913244946255103e-05,124.10372275356052
915,4,[99705.555 24981.684 11748.897 10851.428],[0.90418494 1.3871737  1.0551631  1.6515851 ],[ 1.3156618  -0.06162691 -1.6973414   3.107364  ],[143316.25   53127.39   18919.129  29336.947],[-1 -1  1  1],[11 13 11 13],[0. 0. 0. 0.],[1201.1034  -493.33704 1808.0256   782.2307 ],3.155892407479216e-05,120.91088078643216
916,4,[52506.895 37537.523 26408.527 16727.596],[-2.091183  -1.9347106 -1.5682253 -0.9890355],[-0.69759035  0.48963806  1.2405355  -2.2716935 ],[215751.5   132629.58   66107.67   25598.033],[-1 -1  1  1],[11 11 11 11],[0. 0. 0. 0.],[-1130.7292   1913.4042   -263.41998  -817.2473 ],2.4758830058925764e-05,123.15797446400849
918,4,[39813.656 20767.652 13842.334 10446.334],[-2.0266507   0.01703221 -0.27523243  0.06533207],[-1.410187   1.8930812 -2.4700427 -2.2009203],[153688.73   20770.664  14369.95   10468.636],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[  14.232101  129.81891  -134.6817     10.544922],2.620980831593714e-05,123.28586679519016
919,4,[92706.97  63526.043 32025.113  8529.782],[-2.2986288 -1.8112625 -1.7100871 -2.3761353],[ 2.483714  -0.4406431 -1.9797115 -1.4936813],[466358.3   199523.08   91436.39   46300.355],[-1 -1  1  1],[11 13 11 13],[   0.     4334.1133 1012.1777    0.    ],[327.69952 174.24579 450.79498 -70.05096],2.86944182338804e-05,201.71255176860845
921,4,[67295.15  54701.33  39562.984 13312.01 ],[-0.2598315  0.6765643  1.5285327  0.2443417],[-0.3689572 -2.917475  -2.4912937  2.6296756],[69579.664 67705.7   95510.234 13711.373],[ 1 -1 -1  1],[13 11 13 11],[0. 0. 0. 0.],[ 690.1743  -165.81747 3150.7734  1904.1742 ],2.856996459175784e-05,209.97900914113612
923,4,[50376.742 39133.656 22362.61  21864.525],[ 0.3920084  -0.34890032  0.5491411  -0.6191382 ],[-1.0222315  -2.8166242  -0.35528582 -1.9824533 ],[54297.277 41539.95  25820.203 26190.803],[-1  1 -1  1],[11 13 13 11],[0. 0. 0. 0.],[1741.0435  -615.11     348.78967 -617.9791 ],2.7491236041029457e-05,122.04723829314123
928,4,[61313.766 33051.848 11984.109  9199.398],[-1.044342   -2.3591065  -0.74511933 -0.10435196],[1.0412072 2.7162383 2.6590424 1.1762718],[ 97901.33  176430.75   15467.713   9249.531],[ 1 -1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[-838.91705 -488.85858 1087.5574    91.1936 ],1.6605149685458806e-05,122.8861737606046
931,4,[83528.56  26758.352 18138.723 14827.983],[-0.42798433 -1.6459901  -1.1184478  -0.8893742 ],[-0.7869007  -2.2213714  -2.0708604   0.25921762],[91296.04  71966.1   30717.086 21089.506],[ 1 -1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[-1184.3458    822.5194    193.46051   653.70514],2.892582568139277e-05,121.52358105267136
932,4,[48562.78  43391.934 16833.543 11491.206],[-0.7227111  -0.881671   -1.3999059   0.05562975],[-0.96374273  2.3613362  -0.33575904 -2.2199605 ],[61807.03  61378.46  36204.38  11509.477],[-1  1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[ -12.708069  342.7232   -297.12408  -297.12408 ],3.231499581451876e-05,125.74527625075618
934,4,[63786.95  31171.639 22675.51  12333.392],[-1.672864   -1.2461181  -0.42552868 -0.5767148 ],[-0.7049411 -0.8367043  2.4659822  0.1402648],[175896.1    58671.96   24759.656  14442.303],[ 1  1 -1 -1],[11 13 11 13],[0. 0. 0. 0.],[ 254.47067 -339.37036  345.5438  -693.1709 ],3.030244241357648e-05,122.86608435579325
935,4,[42591.58 42395.66 13200.17  9700.62],[ 0.4677163  -0.77601594  0.8469509   0.38214913],[ 1.9128275 -2.270509  -1.0394986 -2.6198926],[47335.76  55814.617 18224.445 10417.612],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[1503.023   1052.0247   835.74023 2481.7688 ],2.7766150987770665e-05,124.17846866976679
939,4,[60688.086 36026.91  17676.42  12372.056],[-1.2840015 -1.9974415 -2.075502  -1.0054762],[ 2.0921965  -0.59446514 -2.4517708   1.6879328 ],[117977.26  135206.42   71536.81   19170.988],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[-949.7163 -557.5708 -314.7671 1128.3297],2.3481360021604594e-05,131.8745733074348
940,4,[50690.4   24419.256 10527.677  8566.011],[-0.36699787 -2.1442823  -0.9796727   0.19174676],[-1.3160666  0.6820493  1.5498062  2.4782217],[ 54142.566 105650.71   15996.9     8723.967],[-1  1  1 -1],[11 11 11 11],[   0.    4823.944    0.       0.   ],[1403.5476     89.33887   296.33188   -97.124084],2.6524967774649063e-05,124.95225080013866
941,4,[46361.848 26921.36  12513.607  9217.196],[ 0.63876367 -1.3100661  -0.553735   -0.83369565],[ 2.0517974  -3.0520804  -0.40614292  0.8406004 ],[56146.207 53522.742 14481.994 12610.722],[-1  1 -1  1],[13 13 13 13],[   0.        0.        0.     1607.2183],[-630.5159  -100.51007  208.87665 -433.59845],2.248041236576147e-05,123.23455084511254
942,4,[117840.98   82366.52   64811.61   31496.773],[-1.3341533 -0.7057084 -1.647186  -1.2865692],[-2.861465   -0.03224892  0.6571017   0.7071457 ],[239226.66 103742.32 174503.33  61364.56],[ 1  1 -1 -1],[11 13 13 11],[0. 0. 0. 0.],[-895.97095  406.26166 1165.2362  -193.45029],2.7808112703173995e-05,310.3621568047426
945,4,[51442.91  34616.91  31735.111 11349.55 ],[0.8545212 1.6128496 2.1395175 1.2590984],[-0.04276099 -0.13389446 -2.0177934  -2.0037632 ],[ 71395.96   90288.    136668.05   21599.328],[ 1 -1 -1  1],[11 13 11 13],[0. 0. 0. 0.],[2110.2744   1374.356     -24.785828   65.265564],2.02685310427284e-05,122.41338284371999
946,4,[91418.19  43719.992 28129.371 12684.407],[-0.14053184 -0.36568996 -0.3208824   0.48194748],[ 0.53194416  0.23061563 -1.6286336   1.4857898 ],[92322.39  46676.035 29590.018 14186.268],[ 1 -1 -1  1],[11 11 11 11],[   0.        0.        0.     1036.2848],[-859.7317   315.17535 -778.90796  618.54156],1.6933970083912693e-05,126.93128957420805
950,4,[58226.812 35937.41  25799.654 13868.691],[1.9323999  0.7315891  0.9372966  0.84580064],[-2.97018    -1.8939065  -2.505381   -0.70545685],[205274.7    45991.46   37986.984  19132.54 ],[-1  1  1 -1],[13 13 13 13],[1636.461     0.        0.     1531.3927],[-435.1881 -336.0312 1290.5305 -825.0468],1.1535381724237598e-05,114.5279296308576
951,4,[66274.23  30673.678 25528.707 12542.578],[-0.9007663  -1.0836049  -1.0296882  -0.22023483],[ 1.4096991  -1.978665    0.89336413  2.2124047 ],[95028.914 50514.867 40301.035 12847.988],[ 1 -1 -1  1],[13 13 11 11],[1233.5914    0.        0.        0.    ],[-161.72858  528.61224 1881.3215  1179.9347 ],2.66992834709096e-05,121.2077350584799
952,4,[67501.41   20531.883  15538.8545 10657.238 ],[-1.2476453  -2.3165464  -0.73226225 -2.1886609 ],[ 2.1162207  -1.6664313  -1.2582223   0.75145745],[127217.    105115.09   19894.678  48145.906],[ 1 -1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[ 439.7665  -112.45479   63.16513  -57.68062],2.729641314650795e-05,125.22592334846489
954,4,[102267.38   42964.477  22700.148  19211.713],[0.7626385  0.84080607 0.5732489  0.39911327],[ 0.47602782  0.77163327 -0.2685776   2.3631184 ],[133477.36   59067.605  26533.42   20762.531],[ 1 -1  1 -1],[13 13 13 13],[   0.        0.     3860.9058    0.    ],[  982.31525   408.29327 -1015.65424 -1015.65424],1.5258465222565526e-05,107.99842346958914
956,4,[78834.16  33414.77  22759.885  7972.929],[-0.2511662  -0.99718064 -0.53347945 -0.46600837],[-1.2883365 -0.756396   1.6846385  0.9859611],[81333.86  51451.285 26076.164  8855.056],[ 1  1 -1 -1],[11 13 11 13],[1591.1       0.     1315.8937    0.    ],[ 197.71115  -232.48566   202.6352     13.650452],2.8690842481023338e-05,123.57055622242626
958,4,[48808.57  31433.957 13878.083 11696.787],[-1.9868356 -2.263935  -0.5672029 -0.6447263],[ 0.39024842  2.4540908  -1.9881407  -0.7414707 ],[181312.84  152844.73   16171.002  14213.577],[ 1  1 -1 -1],[11 13 11 13],[   0.        0.        0.     1112.7916],[ 543.7583  -623.1513  1454.4928   498.49707],2.1585602016653245e-05,126.5343810570816
959,4,[71283.49  44139.67  16694.25  13442.535],[ 1.0615593  -0.00500709 -0.22759883 -0.32462   ],[0.06207694 1.2316453  1.371809   0.41670275],[115364.89   44140.227  17128.512  14157.052],[ 1 -1  1 -1],[11 11 11 11],[    0.    14722.985 12036.482     0.   ],[ 2191.2764  -482.617  -1340.7556   858.8377],2.017047301273908e-05,121.45559228809272
961,4,[93842.836  55024.156  18705.047   7147.3745],[ 1.0593891  0.6387679 -0.5343791  2.1631246],[-0.8153087  -1.1061528  -1.9267524  -0.77779394],[151616.05   66636.68   21439.926  31495.76 ],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[-360.972   2522.2297  -234.29224 -135.48257],2.5618951996486672e-05,122.38548350691597
962,4,[87685.62  42962.547 34549.918 10895.265],[-1.8749334  -2.2230034  -0.77596724 -1.603016  ],[-3.0488045  2.509812   1.9098138  2.7721932],[292595.97  200706.17   45484.242  28160.348],[ 1 -1 -1  1],[13 11 13 11],[0. 0. 0. 0.],[  56.017822 -286.2716   -524.4412    -75.20886 ],2.246707922842608e-05,127.32376104761737
964,4,[81311.05  56915.926 20169.479 10174.439],[ 0.04778995 -0.17440115  0.49876732  0.03943126],[ 0.4430157  2.3046377  1.1012787 -1.9916601],[81403.914 57783.69  22730.69  10182.351],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[-902.4727  1505.5828   874.14777  278.44104],1.6543779962433073e-05,143.5450596499829
965,4,[44436.58  30337.133 16624.514 12196.527],[0.00191792 1.2286882  1.4963156  0.39920717],[-0.6118219  2.5334685 -0.7632724 -1.2969662],[44436.66  56266.598 38977.652 13181.784],[ 1 -1 -1  1],[11 11 13 13],[   0.     1632.3186    0.        0.    ],[ 360.92444 2956.701   -234.1871  3689.3816 ],2.748646636564569e-05,118.17684382061998
967,4,[118072.19  103195.14   39699.58    9425.374],[-0.7553687 -0.6907776 -0.7551097 -0.7574797],[ 3.082773   -2.8694441   2.4865873  -0.16017199],[153389.6   128810.89   51565.863  12261.644],[-1 -1  1  1],[13 11 11 13],[   0.        0.        0.     1186.2883],[-867.75323 -671.8438  -265.29852 -814.25006],2.8453712024522754e-05,125.88568100093205
971,4,[53238.777 49223.348 45971.87  26256.77 ],[1.9169946  0.50734884 1.5779682  1.0803059 ],[-1.2793902  -0.35585544 -0.6197038  -0.51660556],[184939.23   55695.625 116113.35   43127.69 ],[-1  1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[1294.0637  -88.1532  423.597  -918.2351],2.990095664219684e-05,122.99386651199254
973,4,[232527.11 128509.62  73610.9   18311.09],[ 0.19734068 -0.21511358 -0.37982288  0.13831359],[ 3.065738  -3.0382218 -2.7885387 -2.9799817],[237069.53  131494.42   78984.87   18486.521],[-1 -1  1  1],[13 11 13 11],[ 17398.555  73528.71  119684.76  242484.81 ],[  -63.074768 -1312.1173    -893.0164     -95.62048 ],2.87392429574586e-05,129.99197500720337
975,4,[40529.527 25237.615 24411.168 20310.81 ],[ 0.07443301  0.01086157 -0.04847473 -0.4366306 ],[ 0.3791325  -2.6470306   0.75460136 -3.1132867 ],[40641.85  25239.104 24439.854 22277.855],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[-597.5092    141.13596  -489.70618   -35.878845],1.915805828738883e-05,109.97503595112913
976,4,[97499.125 72095.83  55216.05  10752.227],[2.4013813  2.0310988  1.2436919  0.35371086],[-1.9456805 -2.2292686  1.580196  -0.3970175],[542534.2  279502.88 103715.42  11432.37],[-1 -1  1  1],[13 11 11 13],[0. 0. 0. 0.],[-342.93823    19.322815  225.15598  -671.51    ],1.6203928561893653e-05,249.44033142887952
979,4,[53603.16  47744.43  39946.21  13826.308],[1.5934086 1.7048998 1.1887438 1.0591906],[-0.8476919   2.314871    1.3900522   0.47791713],[137323.9   135656.84   71654.68   22334.824],[-1  1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[-424.4453  -655.6915  -233.97894 -104.6138 ],2.6758829229168465e-05,152.71475742904744
980,4,[67892.76  28094.016 22192.922 19612.334],[-0.9439959 -2.3296938 -1.4539102 -1.8176378],[-3.1047356 -2.8753176 -1.9145966 -0.9479756],[100457.62  145697.25   50083.676  61972.086],[ 1 -1 -1  1],[13 11 13 11],[1713.5991    0.        0.     2096.641 ],[-603.9039       4.3980103 -191.99298   2250.8416   ],1.7225884141692197e-05,122.51716362529407
981,4,[58318.2   54384.535 25385.69  19184.754],[-0.4332045  -0.96402186 -0.97199    -0.37121943],[ 2.2179008  2.6277544 -2.1161819 -2.3123848],[63876.492 81674.16  38351.793 20522.143],[-1 -1  1  1],[11 13 11 13],[0. 0. 0. 0.],[ 1035.2081 -1067.4154  -443.5813 -1274.0002],2.0940768068813418e-05,115.97055805315381
988,4,[58481.336 34364.07  27914.453 18847.39 ],[ 0.29228643  0.56580466  1.2842083  -0.36135742],[-2.4436328  2.2083576  2.9184725 -1.53097  ],[60997.332 40012.957 54275.25  20091.377],[-1  1  1 -1],[13 11 13 11],[   0.     7955.4385 1323.3004    0.    ],[-581.5519   604.5178  1830.8209  -665.82263],3.266732626171955e-05,125.84134826094233
989,4,[44614.82  36288.48  24181.082 10342.835],[1.3275745  0.711496   0.54254055 1.111074  ],[0.83620733 1.4029844  3.079162   2.7809024 ],[90055.086 45867.652 27828.092 17411.254],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[-829.4798  -242.3404  -102.52649  356.0378 ],8.095071408324134e-06,96.74917421865477
991,4,[56558.293 25544.998 13569.464 13512.56 ],[-1.1206604   0.30792663 -0.79964256  0.93120784],[0.62481534 0.23186858 0.4857658  2.9880817 ],[95949.54  26765.879 18144.277 19807.045],[ 1  1 -1 -1],[11 13 13 11],[0. 0. 0. 0.],[ 891.91364    37.503662 1881.7224    119.90991 ],1.7253466157948318e-05,119.40609716281224
992,4,[83076.24  33992.336 30489.56  11175.279],[0.7668222  0.86520857 1.2381366  1.8298848 ],[-2.2632272  -0.22291267 -1.5044239  -0.8088119 ],[108721.91   47529.19   57001.824  35725.137],[ 1 -1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[-1115.0088   -863.94446  -749.0384   -792.1476 ],1.3910887573298362e-05,124.1113588585254
993,4,[69641.555 37994.652 24901.78  18106.83 ],[1.1600177  0.84497803 0.5580909  0.8205004 ],[-0.434842  -1.7752266 -1.9032288  1.1236869],[121993.56   52385.004  28881.701  24551.709],[-1  1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[-923.07983 -881.2799  1059.6599  1765.803  ],1.272233017955918e-05,124.024509344274
994,4,[43878.367 32834.43  25678.096 20425.459],[-0.10727985 -1.0805194  -0.72228146 -2.0665586 ],[1.3295256  2.807045   0.84167284 2.1887164 ],[44131.234 53940.87  32672.406 81949.24 ],[ 1  1 -1 -1],[13 11 11 13],[1534.0958    0.        0.        0.    ],[ 723.1986    75.31683  491.3285  -310.59875],2.736049099858985e-05,124.17647150281374
997,4,[70809.99  43532.562 19289.91  13415.892],[-1.7693579 -1.3201488 -2.1154125 -0.3731181],[ 2.4764686 -1.9794413 -2.902414   2.7593732],[213758.66   87306.234  81148.69   14360.637],[-1  1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[ 609.3053 1752.4578  652.6101 2155.559 ],1.3680878548896616e-05,125.88728781006176
999,4,[92922.45  26045.693 19540.57   9184.091],[-1.8682561 -2.3984277 -1.1212829 -1.1110058],[ 3.0616398  -2.2919586  -0.65438634 -1.953929  ],[308102.25  144510.9    33166.867  15460.122],[ 1  1 -1 -1],[13 13 13 13],[   0.       0.       0.    1163.452],[ 946.37537 -320.8197  -457.90433 -273.98697],3.0096209589416885e-05,121.95281387773188
1001,4,[76012.94  46014.31  19705.271 19677.785],[-0.7845603  -0.22548485  0.26189253 -0.9790751 ],[ 0.9284674  -0.87079424  0.19576307  0.18169643],[100632.14   47189.035  20384.912  29887.125],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[-545.7787  2331.8582  1158.5552  -525.66833],7.911241923869056e-06,128.0880062612154
1002,4,[93819.92  51892.08  25793.924 18848.906],[0.07295056 0.31463808 0.5456379  0.5879067 ],[-2.6656091  -2.780001   -0.72546244 -2.0908778 ],[94069.734 54481.92  29730.018 22201.23 ],[ 1  1 -1 -1],[13 11 13 11],[44417.57  94552.086     0.        0.   ],[ 197.6228 2379.1235 1962.7544  982.3685],1.5472693117347907e-05,117.57450995137276
1003,4,[62220.715 21696.773 20738.074  8321.29 ],[1.7540442  0.39665723 1.997946   2.011446  ],[ 0.19818047  3.078119    1.1182518  -2.562938  ],[185137.58   23426.123  77866.37   31653.822],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[2108.6165     58.706635 -381.0907    530.7926  ],1.4515974727500395e-05,123.63949288955719
1004,4,[28785.865 21908.764 15175.892 12032.223],[-1.7529801  -0.26454768  0.8592209   0.2656963 ],[-0.61131376 -2.36111    -1.7700888  -1.8046494 ],[85566.484 22679.893 21131.004 12459.432],[-1  1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[ 700.0182  -405.84595 -443.46082  492.70847],2.4344817123100302e-05,109.52495118601442
1005,4,[61539.176 50250.176 44411.69  28130.059],[0.5335155  0.17612146 0.18558879 0.23564015],[-0.9855378   0.715834    0.05492027 -0.650265  ],[70507.12  51031.543 45178.85  28914.852],[-1  1  1 -1],[11 11 13 13],[   0.     2944.5032    0.        0.    ],[2564.332     914.21533    -2.569458 -975.4187  ],1.472074146291498e-05,120.70074189634897
